time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
5873|762704.4460154462,6225535.99536807,-854603.2761464631|-7639.240815261571,1799.5979134365607,2516.188025505535|0,0,0|0,0,0|0,0,0|-0.9999993161043581,-0.0011695256318843888,0|9.836351152979148
5874|743686.377104573,6229984.961867484,-848336.2304032795|-7642.1861285740115,1775.2447619730935,2519.517630159329|0,0,0|0,0,0|0,0,0|-0.9999993158714832,-0.0011697247338759663,0|9.836490366546297
5875|724286.104907149,6234459.172857937,-841937.1922121363|-7645.111101017568,1750.4090751810354,2522.8855396092413|0,0,0|0,0,0|0,0,0|-0.9999993156385686,-0.0011699238358674974,0|9.836629580168687
5876|705279.8926329087,6238779.7696255315,-835662.2221454557|-7647.898943384672,1726.084646537478,2526.157076719083|0,0,0|0,0,0|0,0,0|-0.9999993154056144,-0.001170122937858982,0|9.83676879384632
5877|685892.2345814409,6243123.217144992,-829255.3004509987|-7650.663662253284,1701.2790160032932,2529.4658147277287|0,0,0|0,0,0|0,0,0|-0.9999993151726205,-0.0011703220398504204,0|9.836908007579192
5878|666511.3371508194,6247400.79673897,-822844.5506576377|-7653.347775584438,1676.489129478272,2532.7447312647905|0,0,0|0,0,0|0,0,0|-0.999999314939587,-0.0011705211418418123,0|9.837047221367307
5879|647524.8674593153,6251529.034131528,-816558.4007359364|-7655.9002191422205,1652.2106774528288,2535.9291785182777|0,0,0|0,0,0|0,0,0|-0.9999993147065139,-0.0011707202438331578,0|9.837186435210663
5880|628158.1221420171,6255676.54693195,-810140.3737684626|-7658.425396311405,1627.4530697695836,2539.149177401845|0,0,0|0,0,0|0,0,0|-0.9999993144734012,-0.0011709193458244568,0|9.83732564910926
5881|608798.9088991419,6259758.549746088,-803718.8236394093|-7660.870640694024,1602.7123184159163,2542.3394865483983|0,0,0|0,0,0|0,0,0|-0.9999993142402488,-0.0011711184478157095,0|9.837464863063097
5882|589834.4347258334,6263695.473054683,-797422.3843922208|-7663.1896500805615,1578.4830914079805,2545.4372286427883|0,0,0|0,0,0|0,0,0|-0.9999993140070568,-0.0011713175498069158,0|9.837604077072179
5883|570490.8904953287,6267648.129660434,-790994.15826347|-7665.477304656458,1553.7768009929764,2548.5688879127783|0,0,0|0,0,0|0,0,0|-0.9999993137738251,-0.0011715166517980756,0|9.8377432911365
5884|551542.2611931232,6271458.533359084,-784691.3711153683|-7667.642320439976,1529.5820472949918,2551.609243276239|0,0,0|0,0,0|0,0,0|-0.9999993135405538,-0.001171715753789189,0|9.837882505256061
5885|532215.3820427682,6275282.335440889,-778256.8654905938|-7669.77329519569,1504.9116450976417,2554.682438138894|0,0,0|0,0,0|0,0,0|-0.9999993133072429,-0.0011719148557802561,0|9.838021719430866
5886|512897.29514796636,6279041.249559359,-771819.3383399862|-7671.825488377088,1480.2599049667251,2557.726177889412|0,0,0|0,0,0|0,0,0|-0.9999993130738923,-0.0011721139577712766,0|9.83816093366091
5887|493974.3415699615,6282662.155671984,-765507.7268284962|-7673.760431884167,1456.1196497296016,2560.680513258077|0,0,0|0,0,0|0,0,0|-0.999999312840502,-0.0011723130597622506,0|9.838300147946196
5888|474674.40090003936,6286292.974227395,-759064.5124012829|-7675.657337178473,1431.5059117230892,2563.66607882559|0,0,0|0,0,0|0,0,0|-0.9999993126070721,-0.0011725121617531782,0|9.838439362286726
5889|455769.70811492275,6289788.598625057,-752747.5189629857|-7677.440557381935,1407.403577838871,2566.5635008144923|0,0,0|0,0,0|0,0,0|-0.9999993123736025,-0.0011727112637440595,0|9.838578576682496
5890|436488.88571301824,6293291.838208933,-746299.0076628474|-7679.183113986066,1382.8292236299712,2569.4910922338445|0,0,0|0,0,0|0,0,0|-0.9999993121400933,-0.001172910365734894,0|9.838717791133504
5891|417218.0853545184,6296730.843364013,-739847.9687557784|-7680.848077185073,1358.2752795293268,2572.3894815938384|0,0,0|0,0,0|0,0,0|-0.9999993119065445,-0.0011731094677256823,0|9.838857005639756
5892|398342.6597418047,6300038.878699672,-733523.5933808475|-7682.404694936755,1334.232549062313,2575.2016225688394|0,0,0|0,0,0|0,0,0|-0.999999311672956,-0.0011733085697164236,0|9.838996220201249
5893|379092.42225633,6303351.100438281,-727067.8404213255|-7683.9167437336855,1309.7200336239916,2578.042349399607|0,0,0|0,0,0|0,0,0|-0.9999993114393279,-0.0011735076717071186,0|9.839135434817983
5894|360237.61376049346,6306535.151643832,-720739.0337639314|-7685.323977569399,1285.7185599428835,2580.7980852433775|0,0,0|0,0,0|0,0,0|-0.9999993112056601,-0.001173706773697767,0|9.839274649489958
5895|341008.8866726931,6309721.130277557,-714278.9507702026|-7686.68407823912,1261.2488087249828,2583.5813634436645|0,0,0|0,0,0|0,0,0|-0.9999993109719527,-0.0011739058756883689,0|9.839413864217175
5896|321791.3803980334,6312843.558026945,-707816.8260104685|-7687.967807932133,1236.8011573175997,2586.335710177556|0,0,0|0,0,0|0,0,0|-0.9999993107382057,-0.0011741049776789242,0|9.839553078999634
5897|302969.3399402234,6315842.016335277,-701482.0562532091|-7689.152009192443,1212.8642216406374,2589.0069552125397|0,0,0|0,0,0|0,0,0|-0.999999310504419,-0.001174304079669433,0|9.839692293837333
5898|283774.751427104,6318839.031338736,-695016.1744655487|-7690.285264207472,1188.4613095938093,2591.704185270918|0,0,0|0,0,0|0,0,0|-0.9999993102705927,-0.0011745031816598954,0|9.839831508730272
5899|264975.6236681957,6321714.85987169,-688677.908063084|-7691.322484818369,1164.568852412256,2594.319566594028|0,0,0|0,0,0|0,0,0|-0.9999993100367268,-0.001174702283650311,0|9.839970723678453
5900|245804.8754843478,6324587.024969552,-682208.646613945|-7692.306256397639,1140.2119687705017,2596.959907035063|0,0,0|0,0,0|0,0,0|-0.9999993098028213,-0.00117490138564068,0|9.840109938681875
5901|227029.55961230677,6327340.779577522,-675867.2520546708|-7693.197472414982,1116.3652442122682,2599.519649654653|0,0,0|0,0,0|0,0,0|-0.9999993095688761,-0.0011751004876310027,0|9.840193598184984
5902|207883.56425257283,6330088.66627033,-669394.9855850068|-7694.032761183936,1092.055659364998,2602.1033325927133|0,0,0|0,0,0|0,0,0|-0.9999993093348912,-0.0011752995896212788,0|9.840277257743335
5903|188750.41391204507,6332774.005993798,-662921.3429398513|-7694.793441821482,1067.7704396945198,2604.658490421809|0,0,0|0,0,0|0,0,0|-0.9999993091008667,-0.0011754986916115082,0|9.840360917356925
5904|170012.6093838117,6335345.099456022,-656575.9290545296|-7695.466773334194,1043.9948688975558,2607.134928910454|0,0,0|0,0,0|0,0,0|-0.9999993088668024,-0.001175697793601691,0|9.840444577025755
5905|150905.5661034414,6337907.036818528,-650099.8400207248|-7696.080494114997,1019.7588247691972,2609.6337878645104|0,0,0|0,0,0|0,0,0|-0.9999993086326986,-0.001175896895591827,0|9.840528236749828
5906|132193.78239003918,6340357.485229437,-643752.2091709006|-7696.6103050520305,996.0320478225758,2612.0551725764317|0,0,0|0,0,0|0,0,0|-0.9999993083985551,-0.0011760959975819166,0|9.840611896529142
5907|113113.73318551923,6342796.612591641,-637274.0413968135|-7697.07808866187,971.8464027339473,2614.4979769428523|0,0,0|0,0,0|0,0,0|-0.999999308164372,-0.0011762950995719596,0|9.840695556363697
5908|94428.83454055362,6345127.000405368,-630924.5524836121|-7697.465385330258,948.1696094726574,2616.864549578306|0,0,0|0,0,0|0,0,0|-0.9999993079301492,-0.0011764942015619559,0|9.840779216253493
5909|75376.65616711462,6347443.918122595,-624444.6707634737|-7697.788262689972,924.0355681557437,2619.2515483074462|0,0,0|0,0,0|0,0,0|-0.9999993076958869,-0.0011766933035519055,0|9.840862876198528
5910|56338.88392430497,6349699.344454407,-617964.061143623|-7698.038349413699,899.9280412637843,2621.6104584369086|0,0,0|0,0,0|0,0,0|-0.9999993074615848,-0.0011768924055418086,0|9.840946536198805
5911|37696.055672418326,6351850.153768034,-611612.4461140506|-7698.21306925162,876.3286784193501,2623.8950016749322|0,0,0|0,0,0|0,0,0|-0.9999993072272432,-0.001177091507531665,0|9.84108575180988
5912|18687.45437908522,6353984.288673752,-605130.6661269455|-7698.319816127325,852.2745330702799,2626.198489393997|0,0,0|0,0,0|0,0,0|-0.9999993069928619,-0.0011772906095214748,0|9.841224967476196
5913|73.63185484264977,6356016.535057301,-598778.0796743192|-7698.3545765884555,828.7280537026859,2628.428845607008|0,0,0|0,0,0|0,0,0|-0.999999306758441,-0.001177489711511238,0|9.84136418319775
5914|-18904.947631414747,6358029.998088587,-592295.4868177475|-7698.3190337553115,804.7284475581343,2630.6771710567295|0,0,0|0,0,0|0,0,0|-0.9999993065239804,-0.0011776888135009544,0|9.841503398974549
5915|-37488.935682675336,6359944.292318733,-585942.2778392606|-7698.214867501192,781.2359769643149,2632.8535972900336|0,0,0|0,0,0|0,0,0|-0.9999993062894802,-0.0011778879154906241,0|9.841642614806586
5916|-56436.65291153174,6361837.710359734,-579459.2266428804|-7698.038092213528,757.2920488872994,2635.0470248838037|0,0,0|0,0,0|0,0,0|-0.9999993060549404,-0.0011780870174802473,0|9.841781830693865
5917|-74989.98796096141,6363634.67030684,-573105.7411121764|-7697.796038724501,733.8546939428625,2637.169782315313|0,0,0|0,0,0|0,0,0|-0.9999993058203609,-0.0011782861194698235,0|9.841921046636386
5918|-93906.01292397245,6365408.677386269,-566622.5831076482|-7697.479095038079,709.9675640019711,2639.308580628172|0,0,0|0,0,0|0,0,0|-0.9999993055857418,-0.0011784852214593532,0|9.842060262634147
5919|-112805.71955905738,6367122.6190855475,-560139.5038044223|-7697.091765711508,686.1095397233626,2641.4198917606795|0,0,0|0,0,0|0,0,0|-0.9999993053510831,-0.0011786843234488362,0|9.84219947868715
5920|-131311.39985360322,6368744.1649343,-553786.2477384083|-7696.6441587681775,662.7571826475371,2643.4623761184885|0,0,0|0,0,0|0,0,0|-0.9999993051163846,-0.0011788834254382724,0|9.842338694795393
5921|-150178.18477072963,6370339.662973115,-547303.5849854748|-7696.11827463782,638.9576068587969,2645.5194697915135|0,0,0|0,0,0|0,0,0|-0.9999993048816465,-0.001179082527427662,0|9.842477910958877
5922|-168651.20666502765,6371845.452266935,-540950.9060274733|-7695.53541233461,615.6630573989376,2647.508957041435|0,0,0|0,0,0|0,0,0|-0.9999993046468687,-0.0011792816294170047,0|9.8426171271776
5923|-187484.26614433574,6373323.157750406,-534469.0037228996|-7694.872053135114,591.9230031441089,2649.5121117720428|0,0,0|0,0,0|0,0,0|-0.9999993044120513,-0.0011794807314063009,0|9.842756343451565
5924|-205923.84715401917,6374713.831775561,-528117.2373802931|-7694.154996453881,568.6873037001658,2651.448876725005|0,0,0|0,0,0|0,0,0|-0.9999993041771943,-0.0011796798333955502,0|9.842895559780773
5925|-224722.38801405882,6376074.402299576,-521636.4363286227|-7693.355247643882,545.007825288779,2653.3983748074684|0,0,0|0,0,0|0,0,0|-0.9999993039422976,-0.0011798789353847526,0|9.84303477616522
5926|-243127.7559928859,6377350.608612575,-515285.9150649092|-7692.505063028257,521.8319999147095,2655.2826959228214|0,0,0|0,0,0|0,0,0|-0.9999993037073613,-0.0011800780373739084,0|9.84317399260491
5927|-261890.9956112411,6378594.708078858,-508806.5529524893|-7691.5700154896385,498.21413295135994,2657.1788233201078|0,0,0|0,0,0|0,0,0|-0.9999993034723854,-0.0011802771393630174,0|9.84331320909984
5928|-280261.38876982895,6379757.10032563,-502457.60616366274|-7690.587774551819,475.09918738672945,2659.010982599566|0,0,0|0,0,0|0,0,0|-0.9999993032373699,-0.0011804762413520796,0|9.84345242565001
5929|-298988.55510075274,6380885.398757662,-495980.017535104|-7689.518524292097,451.54394880596146,2660.8540288354143|0,0,0|0,0,0|0,0,0|-0.9999993030023147,-0.0011806753433410949,0|9.84359164225542
5930|-317323.2220223972,6381934.6364935525,-489632.97152713465|-7688.405303522706,428.49087051271226,2662.6343117175893|0,0,0|0,0,0|0,0,0|-0.9999993027672198,-0.0011808744453300633,0|9.843730858916073
5931|-336013.5536114783,6382947.8098533405,-483157.4877628939|-7687.2029513805555,404.9992586191372,2664.4245697692068|0,0,0|0,0,0|0,0,0|-0.9999993025320854,-0.0011810735473189852,0|9.843870075631965
5932|-354311.75326510984,6383884.558364021,-476812.6657303032|-7685.959831861663,382.00901682339554,2666.153265024773|0,0,0|0,0,0|0,0,0|-0.9999993022969113,-0.0011812726493078602,0|9.844009292403097
5933|-372964.49926102883,6384783.288369797,-470339.6150253778|-7684.6254832157,358.5820113368909,2667.891031216194|0,0,0|0,0,0|0,0,0|-0.9999993020616975,-0.0011814717512966884,0|9.844148509229472
5934|-391225.5010113013,6385608.21849307,-463997.33703090565|-7683.253550337029,335.65555707574686,2669.568430843714|0,0,0|0,0,0|0,0,0|-0.9999993018264441,-0.0011816708532854697,0|9.844287726111085
5935|-409839.9211747118,6386393.192437989,-457527.04437463003|-7681.788314817904,312.29411918164396,2671.2540047398497|0,0,0|0,0,0|0,0,0|-0.9999993015911511,-0.0011818699552742042,0|9.84442694304794
5936|-428063.00478932145,6387106.980386599,-451187.6273299691|-7680.288657996317,289.4323853547198,2672.8804038622916|0,0,0|0,0,0|0,0,0|-0.9999993013558185,-0.001182069057262892,0|9.844566160040037
5937|-446638.3694988906,6387778.8909584265,-444720.4144869081|-7678.69364920215,266.1374577588822,2674.514088163702|0,0,0|0,0,0|0,0,0|-0.9999993011204461,-0.0011822681592515327,0|9.844705377087374
5938|-464822.825153125,6388382.218143897,-438384.1721345103|-7677.067361604461,243.3413591846388,2676.0897849256894|0,0,0|0,0,0|0,0,0|-0.9999993008850341,-0.0011824672612401267,0|9.84484459418995
5939|-483358.41540878825,6388941.763245809,-431920.35762643185|-7675.343696819726,220.11386617325707,2677.6718853641173|0,0,0|0,0,0|0,0,0|-0.9999993006495824,-0.0011826663632286737,0|9.844983811347769
5940|-501503.5436873615,6389435.316103351,-425587.60052236845|-7673.591875088889,197.38429964990496,2679.197180829923|0,0,0|0,0,0|0,0,0|-0.9999993004140911,-0.0011828654652171738,0|9.845123028560828
5941|-519998.6511108377,6389883.198675831,-419127.49961128534|-7671.740675006758,174.225147153948,2680.7280060646085|0,0,0|0,0,0|0,0,0|-0.9999993001785602,-0.001183064567205627,0|9.845262245829126
5942|-538103.7630070597,6390267.668490378,-412798.5351091515|-7669.864418991501,151.56299152482666,2682.203204116948|0,0,0|0,0,0|0,0,0|-0.9999992999429896,-0.0011832636691940335,0|9.845401463152665
5943|-556557.6898396397,6390604.596334287,-406342.45978143136|-7667.886807439725,128.47306718902428,2683.6830656317557|0,0,0|0,0,0|0,0,0|-0.9999992997073794,-0.0011834627711823928,0|9.845540680531446
5944|-574622.1067519526,6390880.679067694,-400017.5920172859|-7665.8872199276575,105.87918341237378,2685.1084728713813|0,0,0|0,0,0|0,0,0|-0.9999992994717296,-0.0011836618731707054,0|9.845679897965468
5945|-593034.1658496534,6391107.364668561,-393565.8509688032|-7663.784323598027,82.85935666858063,2686.53768487278|0,0,0|0,0,0|0,0,0|-0.9999992992360401,-0.001183860975158971,0|9.84581911545473
5946|-611057.2195755811,6391275.760788003,-387245.38084712956|-7661.662510052276,60.33458789156157,2687.9136105189177|0,0,0|0,0,0|0,0,0|-0.999999299000311,-0.0011840600771471897,0|9.845958332999233
5947|-629426.7344016711,6391392.921141556,-380798.27946945705|-7659.4354582337055,37.385710036418004,2689.2924898348224|0,0,0|0,0,0|0,0,0|-0.9999992987645423,-0.0011842591791353613,0|9.846097550598977
5948|-647407.7671292359,6391454.335449199,-374482.5046501363|-7657.192526533132,14.930881673278918,2690.619245626477|0,0,0|0,0,0|0,0,0|-0.9999992985287339,-0.0011844582811234858,0|9.84623676825396
5949|-665734.0717441889,6391462.691888195,-368040.34501776495|-7654.842450848407,-7.946214049941091,2691.9481116059897|0,0,0|0,0,0|0,0,0|-0.9999992982928859,-0.0011846573831115635,0|9.846375985964185
5950|-683672.4360408259,6391417.833352129,-361729.5599040461|-7652.479511031434,-30.33029423565813,2693.2260117041396|0,0,0|0,0,0|0,0,0|-0.9999992980569983,-0.0011848564850995941,0|9.84651520372965
5951|-701954.8750897512,6391318.111374532,-355292.64076261775|-7650.007545177669,-53.13479255115794,2694.50518611821|0,0,0|0,0,0|0,0,0|-0.999999297821071,-0.001185055587087578,0|9.846654421550356
5952|-719849.9338887702,6391167.692961042,-348987.1364900773|-7647.525709189752,-75.44733436050024,2695.7345470089112|0,0,0|0,0,0|0,0,0|-0.9999992975851041,-0.0011852546890755147,0|9.846793639426304
5953|-738087.8625863728,6390960.622059549,-342555.7532456125|-7644.932988682581,-98.17843787013157,2696.964353951941|0,0,0|0,0,0|0,0,0|-0.9999992973490974,-0.0011854537910634044,0|9.84693285735749
5954|-755938.9891710156,6390705.36056676,-336255.8176720882|-7642.333370127373,-120.41866857880291,2698.145494350375|0,0,0|0,0,0|0,0,0|-0.9999992971130511,-0.0011856528930512472,0|9.847072075343918
5955|-774131.7732841085,6390391.67405976,-329830.2623812114|-7639.62103204893,-143.07559766838995,2699.326260142791|0,0,0|0,0,0|0,0,0|-0.9999992968769652,-0.001185851995039043,0|9.847211293385588
5956|-791938.3512692391,6390032.289952666,-323536.18007769826|-7636.904745943151,-165.24276193313312,2700.4595008982647|0,0,0|0,0,0|0,0,0|-0.9999992966408396,-0.0011860510970267918,0|9.847350511482498
5957|-810085.3670968873,6389612.724816635,-317116.74143882905|-7634.07392869385,-187.824754675117,2701.5915539900802|0,0,0|0,0,0|0,0,0|-0.9999992964046744,-0.0011862501990144935,0|9.847489729634647
5958|-827846.790408376,6389149.942063575,-310828.79368132364|-7631.242091225916,-209.9181144365059,2702.677217992011|0,0,0|0,0,0|0,0,0|-0.9999992961684696,-0.0011864493010021483,0|9.847628947842038
5959|-845947.4247596752,6388625.238766956,-304415.7570268403|-7628.293934280056,-232.42442648895258,2703.760888867393|0,0,0|0,0,0|0,0,0|-0.9999992959322251,-0.0011866484029897561,0|9.847768166104668
5960|-863663.0976115043,6388059.784677546,-298134.2217891217|-7625.347662572459,-254.4432608707225,2704.7993009522843|0,0,0|0,0,0|0,0,0|-0.999999295695941,-0.001186847504977317,0|9.847907384422538
5961|-881355.9090368384,6387443.783523999,-291855.9622468978|-7622.345165213318,-276.4249475155036,2705.8144464762613|0,0,0|0,0,0|0,0,0|-0.9999992954596173,-0.0011870466069648306,0|9.84804660279565
5962|-899386.0846502314,6386763.2920807125,-285453.0210258022|-7619.223718113208,-298.8167705778833,2706.826408894598|0,0,0|0,0,0|0,0,0|-0.9999992952232539,-0.0011872457089522972,0|9.848185821224002
5963|-917032.2740771563,6386045.71276473,-279181.583388355|-7616.108457791126,-320.72288598760383,2707.7947915472446|0,0,0|0,0,0|0,0,0|-0.9999992949868509,-0.0011874448109397168,0|9.848325039707593
5964|-935014.5839906553,6385261.944745194,-272785.7413232839|-7612.872517045575,-343.03724724527706,2708.759204544983|0,0,0|0,0,0|0,0,0|-0.9999992947504083,-0.0011876439129270893,0|9.848464258246427
5965|-952613.5811872382,6384443.52221602,-266521.3953000596|-7609.645612202419,-364.8671129541731,2709.681153621825|0,0,0|0,0,0|0,0,0|-0.999999294513926,-0.0011878430149144148,0|9.8486034768405
5966|-970547.4487349812,6383557.229010132,-260132.9259111736|-7606.296319175055,-387.1033286838567,2710.5983540577836|0,0,0|0,0,0|0,0,0|-0.9999992942774041,-0.001188042116901693,0|9.848742695489815
5967|-988098.6936602226,6382638.701003869,-253875.937891338|-7602.958888386264,-408.8562830318017,2711.47420048444|0,0,0|0,0,0|0,0,0|-0.9999992940408425,-0.0011882412188889242,0|9.848881914194367
5968|-1005983.552558919,6381650.636765921,-247495.11130902803|-7599.497384464071,-431.0136866005605,2712.3445268356004|0,0,0|0,0,0|0,0,0|-0.9999992938042414,-0.0011884403208761083,0|9.849021132954162
5969|-1023486.4953302108,6380632.743650438,-241245.74435829828|-7596.050546218251,-452.6890846181334,2713.174603079466|0,0,0|0,0,0|0,0,0|-0.9999992935676005,-0.0011886394228632453,0|9.849160351769196
5970|-1040965.3306552905,6379565.9445009325,-235000.24575305564|-7592.5499705203565,-474.32586265862074,2713.9821488457565|0,0,0|0,0,0|0,0,0|-0.99999929333092,-0.0011888385248503353,0|9.84929957063947
5971|-1058775.8905034962,6378427.149763161,-228631.3411787206|-7588.92284507101,-496.3642396553462,2714.783035334434|0,0,0|0,0,0|0,0,0|-0.9999992930941998,-0.001189037626837378,0|9.849438789564987
5972|-1076205.620496832,6377262.096892053,-222393.85070980745|-7585.314533368711,-517.9225280388162,2715.5453106259697|0,0,0|0,0,0|0,0,0|-0.9999992928574399,-0.0011892367288243737,0|9.849578008545743
5973|-1093965.8038857891,6376023.42372718,-216033.24810866956|-7581.578043382566,-539.8805033879848,2716.300173985458|0,0,0|0,0,0|0,0,0|-0.9999992926206405,-0.0011894358308113223,0|9.84971722758174
5974|-1111345.903854574,6374760.86340297,-209804.02054172257|-7577.8631130121485,-561.3596982679928,2717.0175147384|0,0,0|0,0,0|0,0,0|-0.9999992923838014,-0.0011896349327982236,0|9.849856446672977
5975|-1128878.2157674236,6373436.698968049,-203515.47683124812|-7574.0571142835115,-583.018097848598,2717.7197202660695|0,0,0|0,0,0|0,0,0|-0.9999992921469226,-0.0011898340347850779,0|9.849995665819453
5976|-1146385.1357860975,6372063.754994993,-197231.2649536026|-7570.197965703546,-604.6361779126821,2718.3994417971862|0,0,0|0,0,0|0,0,0|-0.9999992919100043,-0.001190033136771885,0|9.849856776930563
5977|-1163690.0846472112,6370656.822206429,-191014.85789326305|-7566.325727691831,-625.9960411872685,2719.0502368510543|0,0,0|0,0,0|0,0,0|-0.9999992916730462,-0.0011902322387586449,0|9.849717888041674
5978|-1181322.2915499592,6369172.28665456,-184676.08692740402|-7562.321345718448,-647.75080421439,2719.6917747993607|0,0,0|0,0,0|0,0,0|-0.9999992914360486,-0.0011904313407453575,0|9.849578999152786
5979|-1198576.3449401748,6367669.717162264,-178468.5638889212|-7558.345272691893,-669.0301380654412,2720.2984786915863|0,0,0|0,0,0|0,0,0|-0.9999992911990113,-0.001190630442732023,0|9.849440110263897
5980|-1216156.3665196376,6366087.977097644,-172138.98272464736|-7554.235504950856,-690.7024468293685,2720.895198958228|0,0,0|0,0,0|0,0,0|-0.9999992909619344,-0.0011908295447186413,0|9.849301221375008
5981|-1233359.0346138922,6364490.523879112,-165940.5868472697|-7550.1567104799315,-711.9007037047243,2721.4581516040894|0,0,0|0,0,0|0,0,0|-0.9999992907248179,-0.0011910286467052124,0|9.849162332486118
5982|-1250536.0914059305,6362846.387077532,-159746.79738368068|-7546.02748560103,-733.0586338688718,2721.99957564558|0,0,0|0,0,0|0,0,0|-0.9999992904876617,-0.0011912277486917362,0|9.84902344359723
5983|-1268037.1789444184,6361120.7661048295,-153431.41299104784|-7541.762288652954,-754.6066557243719,2722.5299438094144|0,0,0|0,0,0|0,0,0|-0.9999992902504659,-0.001191426850678213,0|9.848884554708341
5984|-1285162.1365824947,6359382.874170176,-147247.1079745882|-7537.5320041698615,-775.6827197986879,2723.0281265183144|0,0,0|0,0,0|0,0,0|-0.9999992900132304,-0.0011916259526646425,0|9.848745665819452
5985|-1302609.8230926238,6357561.97059476,-140941.52183543783|-7533.164251452258,-797.1469434891308,2723.514545339152|0,0,0|0,0,0|0,0,0|-0.9999992897759553,-0.0011918250546510247,0|9.848606776930563
5986|-1319682.2163061562,6355731.080219218,-134766.93612271303|-7528.834016793356,-818.1406331221876,2723.9698288673158|0,0,0|0,0,0|0,0,0|-0.9999992895386406,-0.0011920241566373596,0|9.848467888041675
5987|-1336728.4236554666,6353854.4406482065,-128597.24684311455|-7524.4547216885185,-839.0933682623345,2724.4040062877048|0,0,0|0,0,0|0,0,0|-0.9999992893012861,-0.0011922232586236473,0|9.848328999152786
5988|-1354095.4052804923,6351892.535949145,-122306.75133086246|-7519.935761995991,-860.4313701465437,2724.825375136416|0,0,0|0,0,0|0,0,0|-0.999999289063892,-0.0011924223606098877,0|9.848190110263896
5989|-1371088.3708276784,6349924.03143306,-116147.12627750722|-7515.458171498671,-881.3009996979333,2725.2171662694764|0,0,0|0,0,0|0,0,0|-0.9999992888264583,-0.0011926214625960808,0|9.848051221375009
5990|-1388054.820608076,6347910.33935146,-109992.56654745154|-7510.932338384968,-902.1293213493493,2725.5881055258615|0,0,0|0,0,0|0,0,0|-0.9999992885889849,-0.0011928205645822267,0|9.84791233248612
5991|-1405340.0805620085,6345809.164474173,-103717.68219103034|-7506.26469227497,-923.3400121824403,2725.9452079409034|0,0,0|0,0,0|0,0,0|-0.9999992883514719,-0.0011930196665683253,0|9.84777344359723
5992|-1422252.6327929911,6343704.743269552,-97573.52422434046|-7501.642213521038,-944.0845312078616,2726.2742752478716|0,0,0|0,0,0|0,0,0|-0.9999992881139192,-0.0011932187685543766,0|9.84763455470834
5993|-1439482.6763485984,6341511.375744285,-91309.36742908227|-7496.87651119703,-965.2094789583058,2726.588827004812|0,0,0|0,0,0|0,0,0|-0.999999287876327,-0.0011934178705403807,0|9.847495665819453
5994|-1456340.9043727915,6339316.986265638,-85175.83289876758|-7492.158487257303,-985.8697478993674,2726.8763670955373|0,0,0|0,0,0|0,0,0|-0.9999992876386951,-0.0011936169725263374,0|9.847356776930564
5995|-1473172.0897492515,6337078.348743873,-79047.63743165524|-7487.393579585078,-1006.4881563523986,2727.1434809948787|0,0,0|0,0,0|0,0,0|-0.9999992874010235,-0.001193816074512247,0|9.847217888041675
5996|-1490318.7877431072,6334748.606652895,-72799.93547435451|-7482.483378937167,-1027.4840899021974,2727.395078278052|0,0,0|0,0,0|0,0,0|-0.9999992871633123,-0.001194015176498109,0|9.847078999152785
5997|-1507095.0288591285,6332421.139570601,-66682.6887043699|-7477.62456615733,-1048.0176070931402,2727.621181160067|0,0,0|0,0,0|0,0,0|-0.9999992869255615,-0.0011942142784839237,0|9.846940110263898
5998|-1523843.9256754527,6330049.988365808,-60570.940171532166|-7472.719679821552,-1068.50895460107,2727.827113556133|0,0,0|0,0,0|0,0,0|-0.999999286687771,-0.0011944133804696912,0|9.846801221375008
5999|-1540906.348390244,6327585.6097158985,-54340.18363573621|-7467.667477823175,-1089.374920967981,2728.016544448878|0,0,0|0,0,0|0,0,0|-0.999999286449941,-0.0011946124824554114,0|9.846662332486119
6000|-1557599.702025148,6325126.768817998,-48239.701739906435|-7462.670319927016,-1109.7807688539083,2728.181982821976|0,0,0|0,0,0|0,0,0|-0.9999992862120712,-0.0011948115844410841,0|9.84652344359723
6001|-1574265.4201191955,6322624.808184238,-42144.87363896022|-7457.62789528723,-1130.1441539822836,2728.3275067503855|0,0,0|0,0,0|0,0,0|-0.9999992859741619,-0.0011950106864267093,0|9.846328999152787
6002|-1591242.669923836,6320027.532419015,-35931.54196307155|-7452.436178544163,-1150.8792498676592,2728.455560371415|0,0,0|0,0,0|0,0,0|-0.9999992857362129,-0.001195209788412287,0|9.846134554708343
6003|-1607852.2668491388,6317439.022691359,-29848.29114834069|-7447.303108833166,-1171.1565593341838,2728.561107834453|0,0,0|0,0,0|0,0,0|-0.9999992854982241,-0.0011954088903978176,0|9.8459401102639
6004|-1624772.0576312433,6314753.820887048,-23646.87739400176|-7442.019450516761,-1191.8036335944084,2728.64854586666|0,0,0|0,0,0|0,0,0|-0.9999992852601958,-0.0011956079923833005,0|9.845745665819456
6005|-1641325.1583442749,6312079.52523702,-17575.407611493174|-7436.796819531042,-1211.9944998656315,2728.7144632702193|0,0,0|0,0,0|0,0,0|-0.9999992850221278,-0.0011958070943687363,0|9.845551221375013
6006|-1657850.1603704735,6309363.052243931,-11509.843226978408|-7431.530260119879,-1232.14244948678,2728.760893981492|0,0,0|0,0,0|0,0,0|-0.9999992847840201,-0.0011960061963541245,0|9.845356776930569
