time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
143|1955871.8314950964,5815662.65170554,-1235471.9806137786|-7290.864911919331,3338.521026934033,2248.7398245436034|0,0,0|0,0,0|0,0,0|-0.9999999995889879,-0.000028670706394336022,0|10
144|1936646.5180038821,5824428.129464708,-1229538.7000995355|-7299.2015298886745,3313.5914217391146,2254.019144078359|0,0,0|0,0,0|0,0,0|-0.9999999995832596,-0.000028869808522019342,0|10
145|1917409.0689102854,5833123.499593045,-1223594.5487837302|-7307.4476253649755,3288.6490624224853,2259.267840247954|0,0,0|0,0,0|0,0,0|-0.9999999995774916,-0.000029068910649701517,0|10
146|1898544.9017942464,5841576.950951048,-1217758.8422236019|-7315.441042790889,3264.193654228929,2264.381830859398|0,0,0|0,0,0|0,0,0|-0.9999999995716841,-0.000029268012777382537,0|10
147|1879284.363335942,5850133.531559296,-1211793.499110429|-7323.508117233116,3239.227503727009,2269.56983010489|0,0,0|0,0,0|0,0,0|-0.9999999995658369,-0.000029467114905062398,0|10
148|1860012.63679194,5858620.0323765855,-1205817.6209350599|-7331.484890773987,3214.2500733063775,2274.7271450163194|0,0,0|0,0,0|0,0,0|-0.99999999955995,-0.00002966621703274109,0|10
149|1841115.7954415323,5866868.824638851,-1199951.1477677291|-7339.214596286092,3189.761721978135,2279.7515262152024|0,0,0|0,0,0|0,0,0|-0.9999999995540235,-0.000029865319160418606,0|10
150|1821822.8506368145,5875216.608849164,-1193954.7424843395|-7347.01281380299,3164.7634078229435,2284.8480337963965|0,0,0|0,0,0|0,0,0|-0.9999999995480574,-0.00003006442128809494,0|10
151|1802519.660154698,5883494.359032203,-1187948.1377706386|-7354.720978429201,3139.7552762250057,2289.9138064674175|0,0,0|0,0,0|0,0,0|-0.9999999995420517,-0.00003026352341577008,0|10
152|1783592.896741392,5891538.625824292,-1182051.8781600639|-7362.187696266548,3115.2382527103714,2294.848430539492|0,0,0|0,0,0|0,0,0|-0.9999999995360063,-0.000030462625543444024,0|10
153|1764270.3486385513,5899677.767595359,-1176025.4106725198|-7369.717821718598,3090.2121209919214,2299.853305944816|0,0,0|0,0,0|0,0,0|-0.9999999995299212,-0.00003066172767111676,0|10
154|1744938.491807074,5907746.938815336,-1169989.0791357113|-7377.158168232027,3065.1776219605927,2304.8274061470593|0,0,0|0,0,0|0,0,0|-0.9999999995237966,-0.000030860829798788275,0|10
155|1725597.6393757747,5915746.164715994,-1163942.9960126814|-7384.508833465019,3040.1352393653515,2309.7707199094125|0,0,0|0,0,0|0,0,0|-0.9999999995176323,-0.000031059931926458565,0|10
156|1706635.1775955895,5923517.5713472795,-1158008.481899978|-7391.625573461689,3015.5865205734813,2314.5852886568405|0,0,0|0,0,0|0,0,0|-0.9999999995114284,-0.00003125903405412763,0|10
157|1687277.4350494952,5931378.387622692,-1151943.4222260367|-7398.798968996162,2990.529949863939,2319.467616576458|0,0,0|0,0,0|0,0,0|-0.9999999995051848,-0.00003145813618179545,0|10
158|1667911.6260270406,5939169.345366659,-1145868.9457918112|-7405.882991081612,2965.4669282997056,2324.319131315248|0,0,0|0,0,0|0,0,0|-0.9999999994989015,-0.000031657238309462033,0|10
159|1648925.6062379596,5946736.738989169,-1139906.930910296|-7412.738727519823,2940.8993689580934,2329.043714324113|0,0,0|0,0,0|0,0,0|-0.9999999994925786,-0.000031856340437127356,0|10
160|1629544.7406518983,5954389.476013517,-1133814.140338909|-7419.6461140549645,2915.8249825897565,2333.834200203866|0,0,0|0,0,0|0,0,0|-0.999999999486216,-0.00003205544256479142,0|10
161|1610156.7314649455,5961972.458479977,-1127712.267255513|-7426.464459749381,2890.74556436071,2338.5938561646303|0,0,0|0,0,0|0,0,0|-0.9999999994798138,-0.000032254544692454206,0|10
162|1591149.848797709,5969336.14271242,-1121723.7277292013|-7433.060163922784,2866.163308439999,2343.2284045388424|0,0,0|0,0,0|0,0,0|-0.9999999994733719,-0.000032453646820115714,0|10
163|1571748.6039050643,5976781.12715765,-1115604.201643202|-7439.702556763168,2841.0753210092357,2347.9270083023703|0,0,0|0,0,0|0,0,0|-0.9999999994668904,-0.00003265274894777594,0|10
164|1552341.1317154106,5984156.477965245,-1109475.9265795266|-7446.2562656303035,2815.983706443816,2352.5947752815773|0,0,0|0,0,0|0,0,0|-0.9999999994603693,-0.000032851851075434866,0|10
165|1532927.7381854518,5991462.239467231,-1103339.0142790219|-7452.721415622752,2790.8889328375826,2357.23170536157|0,0,0|0,0,0|0,0,0|-0.9999999994538086,-0.0000330509532030925,0|10
166|1513897.1617471538,5998554.414713349,-1097316.567969234|-7458.971465899918,2766.2934393020687,2361.745979816087|0,0,0|0,0,0|0,0,0|-0.9999999994472082,-0.000033250055330748814,0|10
167|1494472.9435045968,6005722.52749281,-1091162.8831995334|-7465.26164874726,2741.1937851465545,2366.3218567627873|0,0,0|0,0,0|0,0,0|-0.9999999994405682,-0.00003344915745840381,0|10
168|1475043.710959106,6012821.194134581,-1085000.8935653104|-7471.463661161981,2716.092356793889,2370.866902918533|0,0,0|0,0,0|0,0,0|-0.9999999994338885,-0.000033648259586057484,0|10
169|1455998.489966842,6019710.560637878,-1078954.1936192329|-7477.4562209800615,2691.4916802298253,2375.29114015702|0,0,0|0,0,0|0,0,0|-0.9999999994271692,-0.00003384736171370982,0|10
170|1436560.22148803,6026671.878282801,-1072776.088628699|-7483.484058266092,2666.388098103153,2379.7751547584458|0,0,0|0,0,0|0,0,0|-0.9999999994204103,-0.00003404646384136082,0|10
171|1417117.8384501634,6033563.909317542,-1066590.010122902|-7489.424136572703,2641.2841111440875,2384.2283542253135|0,0,0|0,0,0|0,0,0|-0.9999999994136117,-0.00003424556596901047,0|10
172|1398060.600484345,6040250.932933916,-1060520.0241991368|-7495.160407480628,2616.6822505923087,2388.562599954866|0,0,0|0,0,0|0,0,0|-0.9999999994067735,-0.00003444466809665876,0|10
173|1378610.9555580101,6047005.946830657,-1054318.4852967814|-7500.927147695168,2591.578805502594,2392.954808206762|0,0,0|0,0,0|0,0,0|-0.9999999993998957,-0.00003464377022430569,0|10
174|1359158.088228735,6053691.84974141,-1048109.3030771516|-7506.606562845494,2566.476308982413,2397.3162263811614|0,0,0|0,0,0|0,0,0|-0.9999999993929782,-0.00003484287235195124,0|10
175|1340091.4387114367,6060177.043334814,-1042016.9954724057|-7512.087811989388,2541.8772168681635,2401.5605537620663|0,0,0|0,0,0|0,0,0|-0.999999999386021,-0.00003504197447959541,0|10
176|1320633.068230394,6066726.292572579,-1035793.0054114875|-7517.594770009335,2516.7779257912907,2405.8610395245187|0,0,0|0,0,0|0,0,0|-0.9999999993790242,-0.00003524107660723819,0|10
177|1301172.3596295377,6073206.622275893,-1029561.7009543647|-7523.014858785391,2491.680920260028,2410.130769515033|0,0,0|0,0,0|0,0,0|-0.9999999993719877,-0.00003544017873487958,0|10
178|1282098.8809915453,6079490.544931803,-1023448.0322365183|-7528.242417282344,2467.088501040759,2414.285278716423|0,0,0|0,0,0|0,0,0|-0.9999999993649116,-0.00003563928086251956,0|10
179|1262634.4121117706,6085834.615493923,-1017202.5698427166|-7533.490972705084,2441.997331561318,2418.4941532559646|0,0,0|0,0,0|0,0,0|-0.9999999993577958,-0.00003583838299015812,0|10
180|1243168.4812462516,6092109.973525061,-1010950.1205738608|-7538.653136045514,2416.909767735663,2422.6723154210345|0,0,0|0,0,0|0,0,0|-0.9999999993506404,-0.00003603748511779527,0|10
181|1224090.7321208268,6098193.229746202,-1004816.0472227549|-7543.628397336949,2392.327876610044,2426.737133163594|0,0,0|0,0,0|0,0,0|-0.9999999993434454,-0.000036236587245430984,0|10
182|1204622.7674478872,6104332.75368366,-998550.0870302903|-7548.619992793707,2367.2487456247927,2430.854534682373|0,0,0|0,0,0|0,0,0|-0.9999999993362108,-0.000036435689373065264,0|10
183|1185154.2085073804,6110403.787364395,-992277.4659637068|-7553.525694100903,2342.1745231125396,2434.9412761552903|0,0,0|0,0,0|0,0,0|-0.9999999993289365,-0.0000366347915006981,0|10
184|1166074.7229510183,6116287.026249731,-986123.9400198456|-7558.250112287763,2317.6069647908203,2438.9165552417967|0,0,0|0,0,0|0,0,0|-0.9999999993216225,-0.00003683389362832949,0|10
185|1146605.839754121,6122222.680837961,-979838.4519157314|-7562.986251739146,2292.5437372747406,2442.9426483945813|0,0,0|0,0,0|0,0,0|-0.999999999314269,-0.00003703299575595941,0|10
186|1127137.2213344176,6128090.082427998,-973546.6273006911|-7567.637015169297,2267.486703361863,2446.9381425965885|0,0,0|0,0,0|0,0,0|-0.9999999993068758,-0.000037232097883587864,0|10
187|1108058.5080747886,6133773.996836014,-967374.5960220215|-7572.112103331214,2242.9372308975708,2450.8240614310416|0,0,0|0,0,0|0,0,0|-0.9999999992994429,-0.00003743120001121485,0|10
188|1088591.2575286322,6139506.503716005,-961070.544898614|-7576.594350347127,2217.8937187325096,2454.7590368308392|0,0,0|0,0,0|0,0,0|-0.9999999992919705,-0.00003763030213884034,0|10
189|1069125.1218828815,6145171.009549054,-954760.4798750293|-7580.991759085411,2192.857667232788,2458.6634829731047|0,0,0|0,0,0|0,0,0|-0.9999999992844584,-0.000037829404266464346,0|10
190|1050049.6635941495,6150656.335246345,-948570.8854019607|-7585.219087586007,2168.3299809157124,2462.4602450692114|0,0,0|0,0,0|0,0,0|-0.9999999992769066,-0.00003802850639408685,0|10
191|1030586.5700487848,6156186.459551102,-942249.230817975|-7589.449063612155,2143.309941781525,2466.3043187822814|0,0,0|0,0,0|0,0,0|-0.9999999992693152,-0.00003822760852170784,0|10
192|1011125.4323667558,6161648.849156637,-935921.8830802791|-7593.594758135191,2118.298611948623,2470.117941357524|0,0,0|0,0,0|0,0,0|-0.999999999261684,-0.00003842671064932732,0|10
193|992055.6849724324,6166936.36395279,-929715.6621090933|-7597.575952915629,2093.796358258933,2473.8257748372835|0,0,0|0,0,0|0,0,0|-0.9999999992540133,-0.00003862581277694528,0|10
194|972599.2452512307,6172264.913420149,-923377.3579592162|-7601.555335528723,2068.803494586922,2477.579187868313|0,0,0|0,0,0|0,0,0|-0.9999999992463029,-0.00003882491490456171,0|10
195|953145.5929667559,6177526.008631896,-917033.6794288999|-7605.451011856484,2043.8205700886633,2481.30223613285|0,0,0|0,0,0|0,0,0|-0.9999999992385529,-0.0000390240170321766,0|10
196|934083.9849701712,6182616.5315017095,-910811.762893675|-7609.187752719338,2019.347340711907,2484.9213932160123|0,0,0|0,0,0|0,0,0|-0.9999999992307632,-0.00003922311915978994,0|10
197|914636.6676960203,6187744.355574558,-904457.7570869167|-7612.918273873128,1994.3852987002986,2488.584410984222|0,0,0|0,0,0|0,0,0|-0.9999999992229339,-0.00003942222128740172,0|10
198|895387.3781354793,6192754.745095368,-898162.3089167516|-7616.529618478693,1969.6838590613108,2492.1809806856486|0,0,0|0,0,0|0,0,0|-0.999999999215065,-0.00003962132341501194,0|10
199|876141.891665179,6197699.409820694,-891862.0063570184|-7620.0597006978305,1944.9937375575812,2495.74791491632|0,0,0|0,0,0|0,0,0|-0.9999999992071564,-0.00003982042554262059,0|10
200|856706.1366149781,6202627.398735598,-885493.2405039185|-7623.5431449620155,1920.0661062486752,2499.3208267232544|0,0,0|0,0,0|0,0,0|-0.9999999991992082,-0.000040019527670227666,0|10
201|837663.3846989213,6207391.967083442,-879247.2474603702|-7626.876874697811,1895.648998614277,2502.793011085616|0,0,0|0,0,0|0,0,0|-0.9999999991912204,-0.000040218629797833155,0|10
202|818236.6465569595,6212187.691491992,-872869.1920282135|-7630.197165599724,1870.746186887835,2506.3062252856703|0,0,0|0,0,0|0,0,0|-0.9999999991831929,-0.00004041773192543705,0|10
203|798814.864044433,6216916.77535725,-866486.6011370083|-7633.435368393783,1845.8564973064294,2509.78934377543|0,0,0|0,0,0|0,0,0|-0.9999999991751258,-0.00004061683405303934,0|10
204|779786.583458174,6221486.72805518,-860227.3624866997|-7636.529369767695,1821.4777094544675,2513.1736374407387|0,0,0|0,0,0|0,0,0|-0.9999999991670191,-0.000040815936180640024,0|10
205|760375.4027555394,6226084.186995385,-853836.0994676491|-7639.605665954838,1796.6151530962275,2516.5972786926436|0,0,0|0,0,0|0,0,0|-0.9999999991588727,-0.00004101503830823908,0|10
206|740969.9730423717,6230615.334859484,-847440.6116494928|-7642.600511778721,1771.766877448775,2519.9909393052976|0,0,0|0,0,0|0,0,0|-0.9999999991506867,-0.00004121414043583652,0|10
207|721958.4865354691,6234991.634049474,-841169.0346335304|-7645.456647196233,1747.4297928286765,2523.287678307034|0,0,0|0,0,0|0,0,0|-0.9999999991424611,-0.000041413242563432324,0|10
208|702565.2232546636,6239391.821923489,-834765.4873976001|-7648.2908648000885,1722.6109245512096,2526.6220968919215|0,0,0|0,0,0|0,0,0|-0.9999999991341957,-0.00004161234469102649,0|10
209|683566.1647915966,6243640.002194339,-828486.2105739341|-7650.9900074229745,1698.3033909126952,2529.860858437473|0,0,0|0,0,0|0,0,0|-0.9999999991258907,-0.000041811446818619,0|10
210|664186.0961351707,6247909.685591287,-822075.0083103301|-7653.664463117772,1673.51541895034,2533.1361992997768|0,0,0|0,0,0|0,0,0|-0.999999999117546,-0.00004201054894620985,0|10
211|644813.0792892177,6252113.634172403,-815660.092860101|-7656.258564403727,1648.7436114480606,2536.381767371847|0,0,0|0,0,0|0,0,0|-0.9999999991091617,-0.00004220965107379904,0|10
212|625834.6137923535,6256169.84378868,-809369.9717676527|-7658.7230415893755,1624.4832823043112,2539.5335812224207|0,0,0|0,0,0|0,0,0|-0.9999999991007378,-0.00004240875320138655,0|10
213|606476.3216578842,6260243.993630275,-802948.0057019849|-7661.158709394443,1599.744578530314,2542.720330661393|0,0,0|0,0,0|0,0,0|-0.9999999990922742,-0.00004260785532897239,0|10
214|587125.8487766732,6264252.771110651,-796522.6304023135|-7663.514700993462,1575.0231438375315,2545.8774416867077|0,0,0|0,0,0|0,0,0|-0.999999999083771,-0.00004280695745655653,0|10
215|568170.217468743,6268118.068550195,-790222.5526950182|-7665.746493301752,1550.813245103767,2548.9427002552256|0,0,0|0,0,0|0,0,0|-0.9999999990752282,-0.000043006059584138975,0|10
216|548835.9781975402,6271997.776696813,-783790.7259725147|-7667.945408349812,1526.127080921775,2552.0412655847463|0,0,0|0,0,0|0,0,0|-0.9999999990666457,-0.000043205161711719716,0|10
217|529896.7424367787,6275736.828683155,-777484.5197907577|-7670.023713393305,1501.9524438640312,2555.0492411687796|0,0,0|0,0,0|0,0,0|-0.9999999990580236,-0.00004340426383929874,0|10
218|510579.72746450175,6279487.964908061,-771046.636797613|-7672.066468660174,1477.302967224107,2558.0894496218616|0,0,0|0,0,0|0,0,0|-0.9999999990493619,-0.000043603365966876055,0|10
219|491271.7851218933,6283174.35804106,-764605.8444965127|-7674.030707515357,1452.6725524380865,2561.100258524619|0,0,0|0,0,0|0,0,0|-0.9999999990406605,-0.00004380246809445163,0|10
220|472359.04388417397,6286724.335510788,-758291.1416692084|-7675.879714639652,1428.5535813743763,2564.0223763688155|0,0,0|0,0,0|0,0,0|-0.9999999990319195,-0.00004400157022202548,0|10
221|453069.79879995063,6290282.924102271,-751844.8832323232|-7677.689195491566,1403.9619525153744,2566.9751235427852|0,0,0|0,0,0|0,0,0|-0.9999999990231389,-0.000044200672349597584,0|10
222|434175.85568068107,6293707.907746751,-745525.014504729|-7679.387001709031,1379.8816658540686,2569.8404397842273|0,0,0|0,0,0|0,0,0|-0.9999999990143186,-0.00004439977447716793,0|10
223|414906.2744027206,6297139.213848338,-739073.6789181351|-7681.042670054661,1355.3301942227085,2572.7353284562814|0,0,0|0,0,0|0,0,0|-0.9999999990054587,-0.00004459887660473652,0|10
224|395646.9885902845,6300506.437300511,-732619.9261491325|-7682.621018128672,1330.7995193648821,2575.6010746692373|0,0,0|0,0,0|0,0,0|-0.999999998996559,-0.00004479797873230334,0|10
225|376783.1111402721,6303744.275126308,-726292.9979656428|-7684.093019529962,1306.7799653331579,2578.3812839455827|0,0,0|0,0,0|0,0,0|-0.9999999989876197,-0.000044997080859868385,0|10
226|357544.9253881513,6306985.0196592985,-719834.748686567|-7685.518998506609,1282.2914768771373,2581.1894879602355|0,0,0|0,0,0|0,0,0|-0.9999999989786408,-0.00004519618298743164,0|10
227|338702.1887598096,6310099.174319308,-713503.6016901613|-7686.842153266383,1258.3139170889517,2583.9134115236893|0,0,0|0,0,0|0,0,0|-0.9999999989696222,-0.000045395285114993106,0|10
228|319486.04499358474,6313213.985436072,-707041.2384398421|-7688.116735241923,1233.8689401207064,2586.664290271902|0,0,0|0,0,0|0,0,0|-0.999999998960564,-0.00004559438724255277,0|10
229|300473.37730659917,6316235.203155842,-700641.594193185|-7689.303617646767,1209.6905490866284,2589.3592235931856|0,0,0|0,0,0|0,0,0|-0.9999999989514662,-0.00004579348937011063,0|10
230|281472.1976002089,6319194.428203034,-694240.1488954488|-7690.416168069466,1185.53450511971,2592.0259190016445|0,0,0|0,0,0|0,0,0|-0.9999999989423287,-0.00004599259149766668,0|10
231|262290.98183781374,6322120.751336189,-687772.309196492|-7691.464744419661,1161.1574721852583,2594.6909408548436|0,0,0|0,0,0|0,0,0|-0.9999999989331516,-0.000046191693625220905,0|10
232|243505.21360206604,6324927.459126336,-681432.2282363655|-7692.419256083813,1137.2907310719809,2597.2748218222646|0,0,0|0,0,0|0,0,0|-0.9999999989239349,-0.0000463907957527733,0|10
233|224348.35556882177,6327729.254575253,-674961.2211313347|-7693.318913877138,1112.96044744109,2599.8830847412137|0,0,0|0,0,0|0,0,0|-0.9999999989146785,-0.000046589897880323854,0|10
234|205586.90347121446,6330414.206589684,-668618.2192635697|-7694.127977081019,1089.1401402547908,2602.4114564594115|0,0,0|0,0,0|0,0,0|-0.9999999989053825,-0.00004678900000787256,0|10
235|186455.3099383798,6333092.050669447,-662144.4178347291|-7694.879722104247,1064.8578657464886,2604.9631953687954|0,0,0|0,0,0|0,0,0|-0.9999999988960468,-0.00004698810213541941,0|10
236|167336.81766183418,6335707.514745239,-655669.346043763|-7695.557148797768,1040.6003111427885,2607.48647763807|0,0,0|0,0,0|0,0,0|-0.9999999988866716,-0.0000471872042629644,0|10
237|148613.6252191593,6338210.293206384,-649322.6338647765|-7696.149173811166,1016.8521936627892,2609.931745173968|0,0,0|0,0,0|0,0,0|-0.9999999988772567,-0.00004738630639050752,0|10
238|129521.7430066471,6340702.689000676,-642845.3239964497|-7696.6802181062085,992.6445089846902,2612.398866171585|0,0,0|0,0,0|0,0,0|-0.9999999988678021,-0.00004758540851804876,0|10
239|110825.06148491218,6343085.152048869,-636496.5982114412|-7697.129290777578,968.9458606522585,2614.78921608903|0,0,0|0,0,0|0,0,0|-0.9999999988583079,-0.00004778451064558811,0|10
240|91760.67055406957,6345455.076467838,-630017.416303907|-7697.514980057902,944.7892587849444,2617.2004227537686|0,0,0|0,0,0|0,0,0|-0.9999999988487741,-0.000047983612773125574,0|10
241|73091.35851161624,6347717.812959274,-623667.0342264135|-7697.822111208578,921.1412590293357,2619.5360993203485|0,0,0|0,0,0|0,0,0|-0.9999999988392005,-0.00004818271490066113,0|10
242|54055.32979319757,6349965.87079659,-617186.3434443045|-7698.063480910226,897.0369340819107,2621.8916431906687|0,0,0|0,0,0|0,0,0|-0.9999999988295873,-0.00004838181702819478,0|10
243|35033.95315627288,6352152.612165687,-610705.027708623|-7698.232357933043,872.9594594935629,2624.219171567776|0,0,0|0,0,0|0,0,0|-0.9999999988199345,-0.000048580919155726506,0|10
244|16407.42977895518,6354236.280972077,-604352.8201564266|-7698.327782385159,849.389871216297,2626.4730322293017|0,0,0|0,0,0|0,0,0|-0.999999998810242,-0.00004878002128325631,0|10
245|-2584.2933389723767,6356302.080456736,-597870.5366372849|-7698.35391268549,825.3664353190832,2628.7452848151584|0,0,0|0,0,0|0,0,0|-0.9999999988005099,-0.00004897912341078418,0|10
