time|position|velocity|acceleration|rotation|rotational velocity|rotational acceleration|sun|charge
8368|-6082742.390594518,-4917926.114473429,2601779.6761329765|3614.0445124133385,-4999.43005846782,-799.6248495264953|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986117458558,-0.0016662849361947704,0|9.559279012864684
8369|-6081276.458664759,-4919953.2076775655,2601455.2581134527|3615.7994750731496,-4998.01069936724,-800.3755457505116|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986114140751,-0.0016664840380460986,0|9.559140123975794
8370|-6079829.439421236,-4921952.619860742,2601134.88157452|3617.5305306262208,-4996.609767094302,-801.1161011429529|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986110822547,-0.0016666831398973608,0|9.559001235086905
8371|-6078342.656775448,-4924005.395486299,2600805.5524517316|3619.3078472299635,-4995.17045660314,-801.8765357733457|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986107503948,-0.001666882241748557,0|9.558862346198017
8372|-6076894.362224162,-4926003.494254766,2600484.6038282267|3621.0378824744394,-4993.76852075419,-802.6168269969778|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986104184951,-0.0016670813435996868,0|9.558723457309128
8373|-6075425.853826242,-4928027.934004637,2600159.030042466|3622.7907838337287,-4992.3471341572695,-803.3669895282572|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986100865558,-0.0016672804454507507,0|9.558584568420239
8374|-6073956.6985927075,-4930051.709497726,2599833.1662752386|3624.543169587478,-4990.925238168429,-804.1170187749557|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986097545768,-0.0016674795473017485,0|9.55844567953135
8375|-6072506.497916613,-4932047.850803998,2599511.363121079|3626.2716854219398,-4989.5218012199775,-804.8569172294877|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986094225581,-0.0016676786491526803,0|9.558306790642462
8376|-6071016.446705282,-4934097.269832671,2599180.5686748475|3628.046396587122,-4988.079916688272,-805.6166783512776|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986090904999,-0.001667877751003546,0|9.558167901753572
8377|-6069564.968480778,-4936092.102943381,2598858.193140032|3629.7738977979934,-4986.675472905721,-806.3563149425876|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998608758402,-0.0016680768528543454,0|9.558029012864683
8378|-6068093.232252386,-4938113.235526282,2598531.1730084033|3631.5242337364675,-4985.2515428383385,-807.1058151544565|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986084262644,-0.0016682759547050788,0|9.557890123975794
8379|-6066620.848041595,-4940133.7064873455,2598203.8627403527|3633.2740569415746,-4983.8271017182215,-807.8551832479623|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986080940872,-0.001668475056555746,0|9.557751235086906
8380|-6065167.460312888,-4942126.589900632,2597880.632218255|3635.0000472062816,-4982.421151942013,-808.594430506834|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986077618704,-0.001668674158406347,0|9.557612346198017
8381|-6063674.134741136,-4944172.665647222,2597548.3716655714|3636.77216744646,-4980.976684977414,-809.3535240131064|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998607429614,-0.001668873260256882,0|9.557473457309127
8382|-6062219.46717871,-4946164.246045068,2597224.5684473547|3638.4971487381154,-4979.569725070511,-810.0925117058536|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986070973179,-0.0016690723621073508,0|9.557334568420238
8383|-6060744.497356096,-4948182.084561203,2596896.101177578|3640.244933543588,-4978.143243211828,-810.8413554052971|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986067649822,-0.0016692714639577535,0|9.55719567953135
8384|-6059268.878381681,-4950199.264070676,2596567.343606611|3641.992208470434,-4976.716248620083,-811.5900681483039|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986064326069,-0.00166947056580809,0|9.557056790642461
8385|-6057812.297868991,-4952188.902477648,2596242.684915562|3643.7156872284277,-4975.307777767836,-812.3286699326428|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986061001919,-0.0016696696676583604,0|9.556917901753572
8386|-6056335.38854165,-4954204.774308617,2595913.350510985|3645.461950887924,-4973.879763538968,-813.0771231984513|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986057677372,-0.0016698687695085644,0|9.556779012864682
8387|-6054857.8293512985,-4956219.988689787,2595583.725701839|3647.207706370274,-4972.451235561288,-813.8254462016961|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998605435243,-0.0016700678713587023,0|9.556640123975795
8388|-6053399.333792521,-4958207.689693719,2595258.2112333197|3648.9296876086055,-4971.041250770436,-814.5636641223621|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986051027091,-0.001670266973208774,0|9.556501235086905
8389|-6051900.760420901,-4960248.447180714,2594923.604727855|3650.697695076069,-4969.592636992048,-815.3217023482608|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986047701355,-0.0016704660750587797,0|9.556362346198016
8390|-6050440.981281697,-4962234.853370909,2594597.517018613|3652.4186763049324,-4968.181636719428,-816.0596643581974|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986044375222,-0.001670665176908719,0|9.556223457309128
8391|-6048960.828910165,-4964247.451876816,2594266.734107497|3654.1624114965166,-4966.751057192562,-816.8074703522699|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986041048693,-0.0016708642787585922,0|9.55608456842024
8392|-6047480.025470123,-4966259.395516566,2593935.6606113827|3655.9056413379863,-4965.31996220533,-817.5551472389056|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986037721768,-0.001671063380608399,0|9.55594567953135
8393|-6046018.327732413,-4968243.871917295,2593608.716592969|3657.625133378005,-4963.907442950429,-818.2927287891472|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986034394446,-0.0016712624824581396,0|9.55580679064246
8394|-6044516.46440577,-4970281.320259746,2593272.6417143247|3659.39058722925,-4962.456224466671,-819.0501146142337|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986031066728,-0.001671461584307814,0|9.555667901753573
8395|-6043053.48068654,-4972264.506925671,2592945.1240894888|3661.1090848214444,-4961.042686333273,-819.7874425290236|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986027738613,-0.001671660686157422,0|9.555529012864683
8396|-6041570.079214476,-4974273.844950972,2592612.891752596|3662.8503056081645,-4959.609532934544,-820.5346070031601|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986024410102,-0.0016718597880069639,0|9.555390123975794
8397|-6040086.025445871,-4976282.53067405,2592280.368640497|3664.5910238545557,-4958.175862344365,-821.2816435207635|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986021081195,-0.0016720588898564395,0|9.555251235086905
8398|-6038621.119509331,-4978263.795106026,2591951.9941459806|3666.308040537902,-4956.760800127456,-822.0185943673902|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986017751892,-0.0016722579917058489,0|9.555112346198017
8399|-6037135.769105416,-4980271.186439596,2591618.8932434404|3668.0477620690035,-4955.32610101264,-822.7653773610626|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986014422192,-0.0016724570935551918,0|9.554973457309128
8400|-6035649.765658684,-4982277.92699714,2591285.501447099|3669.786982734413,-4953.8908836602195,-823.5120330855017|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986011092096,-0.0016726561954044684,0|9.554834568420238
8401|-6034182.935305674,-4984257.273692621,2590956.269733418|3671.5025234438035,-4952.474294276953,-824.2486088893282|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986007761603,-0.001672855297253679,0|9.554640123975796
8402|-6032675.798629185,-4986289.457821037,2590617.845010654|3673.2639237047706,-4951.018892834432,-825.0049636456513|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986004430714,-0.001673054399102823,0|9.554445679531351
8403|-6031207.67836321,-4988267.522821846,2590288.0390657797|3674.978478788493,-4949.601279061438,-825.7412894347872|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999986001099429,-0.0016732535009519008,0|9.554251235086907
8404|-6029719.068941871,-4990271.674008184,2589953.487166452|3676.7157082223052,-4948.163992163349,-826.4874400616476|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985997767747,-0.0016734526028009122,0|9.554056790642464
8405|-6028229.805213744,-4992275.1769509595,2589618.6441675136|3678.452439572765,-4946.7261852653355,-827.2334645634712|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998599443567,-0.0016736517046498573,0|9.55386234619802
8406|-6026759.756806541,-4994251.331678074,2589287.9803969827|3680.165526881681,-4945.307039132691,-827.9694186815885|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985991103194,-0.001673850806498736,0|9.553667901753577
8407|-6025269.192428018,-4996253.548275851,2588952.55895384|3681.9012703551102,-4943.868198111943,-828.7151932940872|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985987770322,-0.0016740499083475484,0|9.553473457309133
8408|-6023777.97297491,-4998255.118137434,2588616.846283152|3683.636517403448,-4942.428836026399,-829.4608424648547|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985984437054,-0.0016742490101962944,0|9.55327901286469
8409|-6022305.994163942,-5000229.3670328185,2588285.3243099707|3685.348141824171,-4941.0081543961,-830.1964269255388|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998598110339,-0.001674448112044974,0|9.553084568420246
8410|-6020793.567808569,-5002256.319663713,2587944.5470842915|3687.1055244395675,-4939.5485472277105,-830.9517653948327|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985977769329,-0.0016746472138935873,0|9.552890123975802
8411|-6019320.295039875,-5004229.294805365,2587612.4502059636|3688.816171970476,-4938.1268355978455,-831.6871034405358|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985974434872,-0.0016748463157421343,0|9.552751235086914
8412|-6017826.46144066,-5006228.291338585,2587275.5760707245|3690.5494454360114,-4936.6853926332415,-832.4322547861135|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985971100018,-0.0016750454175906149,0|9.552612346198025
8413|-6016331.971467005,-5008226.64363667,2586938.410486558|3692.2822252315345,-4935.243426810256,-833.1772818275184|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985967764768,-0.001675244519439029,0|9.552473457309135
8414|-6014856.764464073,-5010197.720316814,2586605.454753201|3693.9914179930374,-4933.820174397313,-833.9122535679961|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985964429122,-0.0016754436212873763,0|9.552334568420246
8415|-6013360.969710987,-5012194.794214616,2586267.7100216034|3695.723218663164,-4932.377168754182,-834.6570343335825|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998596109308,-0.0016756427231356574,0|9.552195679531359
8416|-6011864.517794217,-5014191.225365839,2585929.6737038307|3697.4545273052445,-4930.933639169069,-835.4016914743374|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985957756641,-0.0016758418249838722,0|9.55205679064247
8417|-6010387.374231248,-5016160.407971043,2585595.858710993|3699.16227013598,-4929.508842779834,-836.1362989115098|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985954419806,-0.0016760409268320204,0|9.55191790175358
8418|-6008869.641404498,-5018182.161415087,2585252.7261224343|3700.915670698227,-4928.045006714565,-836.8906357897051|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985951082574,-0.0016762400286801022,0|9.55177901286469
8419|-6007391.19972597,-5020150.078108445,2584918.335501412|3702.6224452892225,-4926.619174617238,-837.6250003907447|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985947744946,-0.0016764391305281177,0|9.551640123975803
8420|-6005892.125263141,-5022143.95177404,2584579.136258356|3704.351797823996,-4925.173552620293,-838.3691669365539|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985944406922,-0.0016766382323760666,0|9.551501235086914
8421|-6004392.392300967,-5024137.185162745,2584239.6451922|3706.080661058698,-4923.727404856482,-839.1132109885092|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985941068501,-0.0016768373342239491,0|9.551362346198024
8422|-6002912.010126431,-5026103.215058939,2583904.3946135184|3707.785993757834,-4922.300023405224,-839.8472146190551|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985937729684,-0.001677036436071765,0|9.551223457309135
8423|-6001410.9681420615,-5028095.177892426,2583564.3236473342|3709.5138865326726,-4920.852830024454,-840.5910159877922|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998593439047,-0.0016772355379195147,0|9.551084568420247
8424|-5999909.266847675,-5030086.501918807,2583223.9607115006|3711.2412916332223,-4919.405109774463,-841.3346955380935|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985931050859,-0.0016774346397671978,0|9.550945679531358
8425|-5998426.941788202,-5032050.649349065,2582887.8497433006|3712.945187231434,-4917.976175720802,-842.0683401885|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985927710852,-0.0016776337416148143,0|9.550806790642469
8426|-5996903.885235065,-5034067.235511638,2582542.358731113|3714.6946409827624,-4916.508087183374,-842.821690086495|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985924370448,-0.0016778328434623644,0|9.550667901753581
8427|-5995420.257789342,-5036030.124773014,2582205.671362695|3716.3975769060307,-4915.078111614304,-843.5550954589429|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985921029648,-0.001678031945309848,0|9.550529012864692
8428|-5993915.925320951,-5038018.906956654,2581864.1439418644|3718.1230432024868,-4913.628287220128,-844.2982916027752|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985917688452,-0.001678231047157265,0|9.550390123975802
8429|-5992410.932171149,-5040007.052771544,2581522.324298945|3719.848024525681,-4912.17793410052,-845.0413670526267|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998591434686,-0.0016784301490046154,0|9.550251235086913
8430|-5990925.3577992115,-5041968.066752436,2581184.7757971105|3721.5495313075244,-4910.746400459086,-845.7744167585263|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998591100487,-0.0016786292508518994,0|9.550112346198025
8431|-5989419.051270937,-5043954.949757641,2580842.3754522814|3723.273550750783,-4909.294995826191,-846.517253097038|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985907662485,-0.001678828352699117,0|9.549973457309136
8432|-5987912.083229195,-5045941.19784512,2580499.6827295297|3724.9970868304645,-4907.843061346735,-847.2599694130956|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985904319704,-0.0016790274545462678,0|9.549834568420247
8433|-5986424.559479107,-5047900.340821475,2580161.272635061|3726.697169214385,-4906.409966329146,-847.9926654313367|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985900976526,-0.0016792265563933522,0|9.549695679531357
8434|-5984916.276397922,-5049885.328975011,2579817.9988973564|3728.419746606082,-4904.956978102096,-848.7351439687208|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985897632951,-0.00167942565824037,0|9.54955679064247
8435|-5983407.330963215,-5051869.683654829,2579474.4326224215|3730.1418422378874,-4903.503458900319,-849.4775031537317|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985894288981,-0.0016796247600873212,0|9.54941790175358
8436|-5981917.855359455,-5053826.959881922,2579135.1604658607|3731.8405049496955,-4902.068799182026,-850.2098474589397|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985890944614,-0.0016798238619342059,0|9.549279012864691
8437|-5980387.451900103,-5055836.494520196,2578786.422244004|3733.584590363581,-4900.594826054542,-850.9618643626122|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998588759985,-0.001680022963781024,0|9.549140123975802
8438|-5978896.667855855,-5057792.5230605295,2578446.572546189|3735.2823050351976,-4899.159116676751,-851.6939742474635|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985884254691,-0.0016802220656277754,0|9.549001235086914
8439|-5977385.0790159535,-5059774.357074315,2578101.839481056|3737.0024853682544,-4897.70347687753,-852.4358598396758|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985880909134,-0.0016804211674744604,0|9.548862346198025
8440|-5975872.826402115,-5061755.560009725,2577756.8136049667|3738.7221866056498,-4896.2473042042375,-853.1776271950966|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998587756318,-0.0016806202693210785,0|9.548723457309135
8441|-5974380.086318455,-5063709.728859488,2577416.1010384317|3740.4184894562313,-4894.810024528691,-853.9093886543604|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998587421683,-0.0016808193711676301,0|9.548584568420246
8442|-5972866.514153169,-5065689.679469852,2577070.4932778897|3742.1372404686945,-4893.35279207447,-854.6509217748027|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985870870084,-0.0016810184730141151,0|9.548445679531358
8443|-5971352.277352546,-5067669.000427124,2576724.5925378157|3743.855513973216,-4891.895025599197,-855.3923373246939|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985867522941,-0.0016812175748605336,0|9.548306790642469
8444|-5969857.578691072,-5069621.313786404,2576383.0166057977|3745.550409681514,-4890.456172245908,-856.1237523216735|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985864175402,-0.0016814166767068852,0|9.54816790175358
8445|-5968342.020619768,-5071599.385243222,2576036.5336429263|3747.2677361094416,-4888.99734370403,-856.8649349587578|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985860827467,-0.0016816157785531703,0|9.548029012864692
8446|-5966825.797043746,-5073576.828465214,2575689.75752848|3748.9845866111764,-4887.5379799870625,-857.6060006900971|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985857479136,-0.0016818148803993886,0|9.547890123975803
8447|-5965329.137242535,-5075527.290513421,2575347.3177239997|3750.678079838376,-4886.097549555274,-858.3370711838771|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985854130408,-0.0016820139822455403,0|9.547751235086913
8448|-5963791.352205181,-5077529.832097134,2574995.325610966|3752.4168619485145,-4884.617645475175,-859.0877823244753|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985850781283,-0.0016822130840916255,0|9.547612346198024
8449|-5962293.37769685,-5079479.056754263,2574652.30703196|3754.1094186113014,-4883.176157052547,-859.8186232172507|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985847431763,-0.0016824121859376439,0|9.547473457309136
8450|-5960794.754170453,-5081427.671650167,2574309.0028378214|3755.8015140010666,-4881.734146120687,-860.5493511627159|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985844081846,-0.0016826112877835954,0|9.547334568420247
8451|-5959254.951439803,-5083428.317583868,2573956.1227930533|3757.538862087178,-4880.252617642942,-861.2997111682006|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985840731532,-0.0016828103896294805,0|9.547195679531358
8452|-5957755.01146182,-5085375.697862033,2573612.239472346|3759.2300240123423,-4878.8095464173775,-862.0302108193922|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985837380823,-0.0016830094914752987,0|9.547056790642468
8453|-5956234.138908173,-5087348.773307605,2573263.417469829|3760.943570371518,-4877.346439916505,-862.7704674984495|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985834029717,-0.0016832085933210503,0|9.54691790175358
8454|-5954712.598489791,-5089321.224270293,2572914.3018394723|3762.6566449981246,-4875.882795125088,-863.5106090395899|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985830678214,-0.0016834076951667352,0|9.546779012864691
8455|-5953210.69041747,-5091266.7642937815,2572569.5532428245|3764.3464168001456,-4874.438137640258,-864.2407693970966|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985827326315,-0.0016836067970123533,0|9.546640123975802
8456|-5951687.822283593,-5093237.976001964,2572219.854089072|3766.058555802275,-4872.973422274428,-864.9806828530874|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985823974019,-0.0016838058988579046,0|9.546501235086913
8457|-5950164.285386339,-5095208.564619819,2571869.861122727|3767.7702246318217,-4871.508167438093,-865.7204818307579|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985820621327,-0.0016840050007033893,0|9.546362346198025
8458|-5948660.406571504,-5097152.2684922805,2571524.2467056983|3769.458610907741,-4870.061920216827,-866.4503048383115|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985817268238,-0.0016842041025488072,0|9.546223457309136
8459|-5947135.540165521,-5099121.620615221,2571173.669845474|3771.1693472061215,-4868.595592454853,-867.1898770398335|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985813914752,-0.0016844032043941584,0|9.546084568420246
8460|-5945610.004089544,-5101090.351033385,2570822.798984443|3772.879614886002,-4867.1287240353295,-867.9293354212234|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985810560871,-0.0016846023062394428,0|9.545945679531357
8461|-5944104.151860535,-5103032.222837836,2570476.3181923917|3774.566620215467,-4865.680883579603,-868.6588230184055|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985807206593,-0.0016848014080846603,0|9.54580679064247
8462|-5942556.921705366,-5105025.948604014,2570120.1750044026|3776.298746465708,-4864.193363626729,-869.4079116037026|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985803851918,-0.0016850005099298111,0|9.54566790175358
8463|-5941049.746488439,-5106966.595849475,2569773.1137353745|3777.9848296057653,-4862.744454307034,-870.1371756779507|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985800496848,-0.0016851996117748951,0|9.54552901286469
8464|-5939541.918150131,-5108906.639648292,2569425.766003467|3779.6704585510515,-4861.295017097946,-870.8663298002007|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985797141381,-0.0016853987136199124,0|9.545390123975803
8465|-5937992.657545145,-5110898.489395473,2569068.732248245|3781.401172782387,-4859.805856021374,-871.6150765623211|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985793785517,-0.0016855978154648628,0|9.545251235086914
8466|-5936483.504401024,-5112837.311344117,2568720.8036554237|3783.085882583675,-4858.355347580235,-872.3440084553854|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985790429258,-0.0016857969173097464,0|9.545112346198025
8467|-5934953.289955133,-5114801.719217691,2568367.8808338735|3784.7928968230735,-4856.884697838278,-873.0826792401573|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985787072602,-0.0016859960191545633,0|9.544973457309135
8468|-5933422.403379895,-5116765.509051139,2568014.6634921064|3786.4994465639875,-4855.413504235087,-873.8212379550592|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985783715549,-0.001686195120999313,0|9.544834568420248
8469|-5931911.2695742985,-5118702.509730903,2567665.866993646|3788.1827875598565,-4853.961393118727,-874.5498395954971|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999857803581,-0.0016863942228439958,0|9.544695679531358
8470|-5930379.046774272,-5120665.073076977,2567312.0643395795|3789.8884160207035,-4852.489117841153,-875.2881763139324|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985777000255,-0.0016865933246886118,0|9.544556790642469
8471|-5928846.150909077,-5122627.019742797,2566957.966964393|3791.5935815155785,-4851.016297489281,-876.0264016155543|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985773642014,-0.001686792426533161,0|9.54441790175358
8472|-5927333.033684257,-5124562.203161005,2566608.301968257|3793.275558222108,-4849.562580122999,-876.7546749278208|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985770283376,-0.0016869915283776432,0|9.544279012864692
8473|-5925798.799727192,-5126522.926034102,2566253.6188782076|3794.9798054756902,-4848.0886756797445,-877.4926795289996|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985766924341,-0.0016871906302220587,0|9.544140123975803
8474|-5924263.8917611735,-5128483.0335798105,2565898.6408626763|3796.6835912899605,-4846.6142249420345,-878.230573365032|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985763564909,-0.0016873897320664071,0|9.544001235086913
8475|-5922748.788335957,-5130416.403723161,2565548.1067666486|3798.3642082059787,-4845.158897730196,-878.9585202694897|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985760205081,-0.0016875888339106888,0|9.543862346198024
8476|-5921212.540395184,-5132375.2901569065,2565192.5426268266|3800.067078806118,-4843.683360469978,-879.6961946983511|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985756844857,-0.0016877879357549035,0|9.543723457309136
8477|-5919675.61749373,-5134333.562609136,2564836.683353709|3801.7694894877595,-4842.207275688032,-880.433759012348|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985753484236,-0.0016879870375990514,0|9.543584568420247
8478|-5918158.525063495,-5136265.123443714,2564485.2795453896|3803.4487510948848,-4840.750335014049,-881.1613814252835|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985750123219,-0.0016881861394431323,0|9.543445679531358
8479|-5916599.745526111,-5138248.267364531,2564124.079125784|3805.172933126507,-4839.253461908114,-881.908558165281|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985746761806,-0.0016883852412871464,0|9.543306790642468
8480|-5915081.319593351,-5140178.618815325,2563772.0925734267|3806.8512896575294,-4837.795438758511,-882.6359643540276|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985743399996,-0.0016885843431310936,0|9.54316790175358
8481|-5913541.7026546225,-5142134.447983899,2563415.0559990876|3808.5518718395388,-4836.317167081671,-883.3730918364197|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998574003779,-0.0016887834449749737,0|9.543029012864691
8482|-5912001.409148434,-5144089.6654025,2563057.723936778|3810.251996629285,-4834.838345818122,-884.1101102866173|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985736675188,-0.001688982546818787,0|9.542890123975802
8483|-5910480.989475749,-5146018.214120519,2562704.866626961|3811.9290052958313,-4833.378703121221,-884.8371951742982|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985733312189,-0.0016891816486625333,0|9.542751235086913
8484|-5908939.350890826,-5147972.217515731,2562346.947313724|3813.628222896139,-4831.898788775687,-885.573997656471|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985729948794,-0.0016893807505062126,0|9.542612346198025
8485|-5907397.034765489,-5149925.610488169,2561988.7322954824|3815.326984609459,-4830.418323597156,-886.310691753059|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985726585002,-0.001689579852349825,0|9.542473457309136
8486|-5905874.618485735,-5151852.360384463,2561635.003588638|3817.002649847334,-4828.957057680334,-887.0374572451326|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985723220814,-0.0016897789541933702,0|9.542334568420246
8487|-5904330.955340841,-5153804.541963265,2561276.2008848665|3818.700507355921,-4827.475496936774,-887.7739366569323|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998571985623,-0.0016899780560368485,0|9.542195679531359
8488|-5902786.613674631,-5155756.1144395005,2560917.102255603|3820.397910476994,-4825.993384106792,-888.5103083283906|0,0,0|0,0,0|0,0,0|0,0,0|-0.999998571649125,-0.00169017715788026,0|9.54205679064247
8489|-5901262.1978972545,-5157681.069404509,2560562.501501994|3822.072236704905,-4824.5304912764095,-889.236756326284|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985713125873,-0.0016903762597236045,0|9.54191790175358
8490|-5899716.507254878,-5159631.433102971,2560202.814745739|3823.7687385944387,-4823.047280384168,-889.9729145934793|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985709760099,-0.001690575361566882,0|9.54177901286469
8491|-5898170.137102348,-5161581.189012071,2559842.831840056|3825.4647875901273,-4821.563516144946,-890.708965764208|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985706393928,-0.0016907744634100923,0|9.541640123975803
8492|-5896643.7189133875,-5163504.352915615,2559487.358379773|3827.1377792097046,-4820.098992686309,-891.4350981653271|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999985703027361,-0.0016909735652532356,0|9.541501235086914
