time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
42|2765938.8766995845,3735601.396493704,-1324319.011869259|-7473.4480134369815,6867.274032951269,1980.513143224251|0,0,0|0,0,0|0,0,0|-0.9999999999633492,-0.000008561391493821495,0|10
43|2748935.8429051423,3751168.131435304,-1319807.7092807088|-7495.557496191279,6837.259116746352,1991.1136133657085|0,0,0|0,0,0|0,0,0|-0.9999999999616247,-0.00000876049362157975,0|10
44|2731882.553994618,3766666.743339762,-1315272.3212334462|-7517.515232827622,6807.140524058747,2001.6705009665868|0,0,0|0,0,0|0,0,0|-0.9999999999598606,-0.000008959595749337657,0|10
45|2714779.351444378,3782096.9988538907,-1310712.9457972827|-7539.3206795992755,6776.919433548002,2012.1835038302077|0,0,0|0,0,0|0,0,0|-0.9999999999580568,-0.00000915869787709521,0|10
46|2697626.578074206,3797458.6671481845,-1306129.6817520696|-7560.973303905707,6746.597028380233,2022.6523232540123|0,0,0|0,0,0|0,0,0|-0.9999999999562134,-0.0000093578000048524,0|10
47|2680424.5780265164,3812751.519926543,-1301522.6285813055|-7582.472584323939,6716.174496086567,2033.0766640539211|0,0,0|0,0,0|0,0,0|-0.9999999999543303,-0.000009556902132609217,0|10
48|2663173.6967454967,3827975.331435779,-1296891.8864657006|-7603.818010637971,6685.653028421305,2043.4562345880388|0,0,0|0,0,0|0,0,0|-0.9999999999524076,-0.000009756004260365657,0|10
49|2645874.280956163,3843129.878474892,-1292237.556276685|-7625.009083866263,6655.033821219784,2053.7907467797054|0,0,0|0,0,0|0,0,0|-0.9999999999504453,-0.00000995510638812171,0|10
50|2628526.678643349,3858214.9404041143,-1287559.7395698759|-7646.045316287256,6624.3180742560435,2064.0799161398795|0,0,0|0,0,0|0,0,0|-0.9999999999484434,-0.000010154208515877367,0|10
51|2611131.2390306196,3873230.299153737,-1282858.5385784947|-7666.926231462994,6593.50699110027,2074.323461788868|0,0,0|0,0,0|0,0,0|-0.9999999999464018,-0.000010353310643632622,0|10
52|2593688.312559122,3888175.739232696,-1278134.0562067397|-7687.651364260757,6562.601778976068,2084.5211064773794|0,0,0|0,0,0|0,0,0|-0.9999999999443205,-0.000010552412771387467,0|10
53|2576198.250866358,3903051.047736932,-1273386.3960231133|-7708.220260872805,6531.603648617642,2094.672576606919|0,0,0|0,0,0|0,0,0|-0.9999999999421997,-0.000010751514899141893,0|10
54|2558935.7779317,3917625.2287733336,-1268690.3818819777|-7728.314745062331,6501.000291846563,2104.6200697610097|0,0,0|0,0,0|0,0,0|-0.9999999999400392,-0.000010950617026895893,0|10
55|2541353.2281043413,3932360.749725809,-1263897.0374799455|-7748.5723113641325,6469.821375028535,2114.6791165619593|0,0,0|0,0,0|0,0,0|-0.9999999999378391,-0.000011149719154649459,0|10
56|2523724.5993762193,3947025.51917807,-1259080.828236305|-7768.672354645887,6438.55317272078,2124.6911941804897|0,0,0|0,0,0|0,0,0|-0.9999999999355993,-0.000011348821282402583,0|10
57|2506050.247939643,3961619.3346121125,-1254241.860299274|-7788.614466380393,6407.1969082250835,2134.65604375341|0,0,0|0,0,0|0,0,0|-0.9999999999333199,-0.000011547923410155257,0|10
58|2488330.531076609,3976141.996135165,-1249380.2404474749|-7808.398249434977,6375.7538076409965,2144.573410159925|0,0,0|0,0,0|0,0,0|-0.9999999999310009,-0.000011747025537907473,0|10
59|2470565.8071372416,3990593.3064866657,-1244496.0760830087|-7828.023318079717,6344.225099722915,2154.443042037994|0,0,0|0,0,0|0,0,0|-0.9999999999286421,-0.000011946127665659223,0|10
60|2452756.435518181,4004973.0710450094,-1239589.4752244959|-7847.489297993751,6312.6120157372225,2164.264691800003|0,0,0|0,0,0|0,0,0|-0.9999999999262437,-0.000012145229793410501,0|10
61|2434902.7766409293,4019281.097834049,-1234660.5465000735|-7866.795826269705,6280.9157893195925,2174.0381156477665|0,0,0|0,0,0|0,0,0|-0.9999999999238056,-0.000012344331921161298,0|10
62|2417005.19193015,4033517.1975293807,-1229709.399140359|-7885.94255141622,6249.137656332435,2183.763073586842|0,0,0|0,0,0|0,0,0|-0.9999999999213279,-0.000012543434048911603,0|10
63|2399344.7074058815,4047460.4267093986,-1224814.0195643473|-7904.633701272406,6217.77726256928,2193.2885136693094|0,0,0|0,0,0|0,0,0|-0.9999999999188106,-0.000012742536176661412,0|10
64|2381361.031407673,4061553.245935081,-1219819.1078732386|-7923.462321193761,6185.840263755076,2202.9166014579987|0,0,0|0,0,0|0,0,0|-0.9999999999162537,-0.000012941638304410716,0|10
65|2363334.513951975,4075573.58887633,-1214802.3070439233|-7942.130156874104,6153.825058482159,2212.495529850897|0,0,0|0,0,0|0,0,0|-0.9999999999136571,-0.000013140740432159507,0|10
66|2345265.5202441965,4089521.2768319645,-1209763.728636942|-7960.636902295787,6121.732890074001,2222.025074137826|0,0,0|0,0,0|0,0,0|-0.9999999999110208,-0.000013339842559907778,0|10
67|2327154.4163842094,4103396.1337803495,-1204703.4847797204|-7978.982262841928,6089.565003373854,2231.505013473585|0,0,0|0,0,0|0,0,0|-0.999999999908345,-0.00001353894468765552,0|10
68|2309001.5693444437,4117197.98638427,-1199621.6881593268|-7997.165955287815,6057.322644603843,2240.93513088821|0,0,0|0,0,0|0,0,0|-0.9999999999056295,-0.000013738046815402723,0|10
69|2290807.3469479606,4130926.6639955714,-1194518.4520152002|-8015.187707790523,6025.00706122446,2250.31521329655|0,0,0|0,0,0|0,0,0|-0.9999999999028744,-0.000013937148943149383,0|10
70|2272572.1178465146,4144581.99865958,-1189393.8901318542|-8033.047259876663,5992.619501794418,2259.64505150717|0,0,0|0,0,0|0,0,0|-0.9999999999000796,-0.00001413625107089549,0|10
71|2254296.2514985763,4158163.8251192737,-1184248.116831544|-8050.744362428399,5960.161215831011,2268.924440230584|0,0,0|0,0,0|0,0,0|-0.9999999998972452,-0.000014335353198641037,0|10
72|2235980.118147362,4171671.9808192267,-1179081.246966913|-8068.278777667625,5927.6334536709055,2278.1531780868095|0,0,0|0,0,0|0,0,0|-0.9999999998943712,-0.000014534455326386016,0|10
73|2217911.206684663,4184896.9631717657,-1173974.6168518036|-8085.380103413841,5895.547296948585,2287.1880551235276|0,0,0|0,0,0|0,0,0|-0.9999999998914575,-0.000014733557454130418,0|10
74|2199516.267789343,4198258.457763975,-1168766.225627485|-8102.591026449651,5862.8853728251115,2296.3157017749018|0,0,0|0,0,0|0,0,0|-0.9999999998885042,-0.000014932659581874235,0|10
75|2181082.1712836195,4211545.812567775,-1163537.0836825164|-8119.638619791375,5830.157707482465,2305.3921198741677|0,0,0|0,0,0|0,0,0|-0.9999999998855111,-0.00001513176170961746,0|10
76|2162609.2903188877,4224758.875826462,-1158287.3079092293|-8136.522690650858,5797.365553150108,2314.417123680076|0,0,0|0,0,0|0,0,0|-0.9999999998824785,-0.000015330863837360086,0|10
77|2144097.998721553,4237897.498501107,-1153017.0156932904|-8153.243057474758,5764.510162191081,2323.3905313885953|0,0,0|0,0,0|0,0,0|-0.9999999998794061,-0.000015529965965102106,0|10
78|2125838.794824118,4250757.983053484,-1147809.1482220998|-8169.542115812382,5732.107591269534,2332.1731636629943|0,0,0|0,0,0|0,0,0|-0.9999999998762942,-0.00001572906809284351,0|10
79|2107252.39159662,4263748.457081406,-1142498.493179547|-8185.937138903055,5699.130423311615,2341.043662533838|0,0,0|0,0,0|0,0,0|-0.9999999998731426,-0.00001592817022058429,0|10
80|2088628.6971703647,4276664.06191969,-1137167.674876051|-8202.167982663677,5666.093755704231,2349.8620461765217|0,0,0|0,0,0|0,0,0|-0.9999999998699514,-0.000016127272348324438,0|10
81|2069968.0878425594,4289504.659381107,-1131816.812588191|-8218.23451002789,5632.998840001123,2358.6281485034633|0,0,0|0,0,0|0,0,0|-0.9999999998667205,-0.000016326374476063944,0|10
82|2051270.9404756725,4302270.114006637,-1126446.026048275|-8234.136595016973,5599.846927219743,2367.341807375662|0,0,0|0,0,0|0,0,0|-0.99999999986345,-0.000016525476603802805,0|10
83|2032537.632475432,4314960.2930668555,-1121055.4354367408|-8249.874122705416,5566.639267709046,2376.002864603051|0,0,0|0,0,0|0,0,0|-0.9999999998601399,-0.00001672457873154101,0|10
84|2014062.0820711334,4327378.541279349,-1115729.8476657162|-8265.204929948462,5533.897244970246,2384.477067720804|0,0,0|0,0,0|0,0,0|-0.9999999998567901,-0.000016923680859278554,0|10
85|1995258.137363681,4339918.963110048,-1110300.3159359898|-8280.615617232523,5500.5826621293145,2393.033290676799|0,0,0|0,0,0|0,0,0|-0.9999999998534007,-0.000017122782987015427,0|10
86|1976419.1613559704,4352383.729500209,-1104851.3413871354|-8295.86146958752,5467.216058800976,2401.5364633616086|0,0,0|0,0,0|0,0,0|-0.9999999998499717,-0.000017321885114751622,0|10
87|1957545.5334001859,4364772.718605558,-1099383.04590931|-8310.942415754665,5433.798681374254,2409.9864433100315|0,0,0|0,0,0|0,0,0|-0.999999999846503,-0.000017520987242487127,0|10
88|1938933.3308558827,4376894.00351285,-1093981.4409201448|-8325.62660208241,5400.855069907784,2418.252305192346|0,0,0|0,0,0|0,0,0|-0.9999999998429947,-0.000017720089370221936,0|10
89|1919992.06541022,4389132.272029214,-1088475.1680029128|-8340.380144190089,5367.340622967404,2426.5963244526934|0,0,0|0,0,0|0,0,0|-0.9999999998394468,-0.000017919191497956045,0|10
90|1901017.2826393037,4401294.4158816645,-1082949.9403301135|-8354.96863182919,5333.779113304008,2434.886749225286|0,0,0|0,0,0|0,0,0|-0.9999999998358592,-0.000018118293625689445,0|10
91|1882009.3634941415,4413380.324115309,-1077405.8813798048|-8369.39203673745,5300.171781315569,2443.1234527255087|0,0,0|0,0,0|0,0,0|-0.999999999832232,-0.000018317395753422127,0|10
92|1862968.689272644,4425389.888507258,-1071843.1150093672|-8383.65034132756,5266.519865584523,2451.306312092748|0,0,0|0,0,0|0,0,0|-0.999999999828565,-0.000018516497881154084,0|10
93|1844193.9049911208,4437137.137097472,-1066349.1163140752|-8397.524602170786,5233.351418311155,2459.3086099694433|0,0,0|0,0,0|0,0,0|-0.9999999998248584,-0.000018715600008885302,0|10
94|1825089.3627185852,4448994.896963784,-1060749.59560978|-8411.45527547664,5199.61469148967,2467.384273990349|0,0,0|0,0,0|0,0,0|-0.9999999998211122,-0.00001891470213661578,0|10
95|1805953.205153557,4460776.006244164,-1055131.7393011136|-8425.220858947923,5165.837065314074,2475.405750485622|0,0,0|0,0,0|0,0,0|-0.9999999998173263,-0.00001911380426434551,0|10
96|1787085.543482878,4472298.077653814,-1049583.8756274714|-8438.610138189331,5132.548463985429,2483.2488630334324|0,0,0|0,0,0|0,0,0|-0.9999999998135009,-0.00001931290639207448,0|10
97|1767887.7820543963,4483926.797822042,-1043930.0059319435|-8452.048204006138,5098.693318309051,2491.1624972455415|0,0,0|0,0,0|0,0,0|-0.9999999998096357,-0.000019512008519802687,0|10
98|1748659.5474376488,4495478.584949428,-1038258.1755516898|-8465.32128370772,5064.800937186929,2499.0216352473803|0,0,0|0,0,0|0,0,0|-0.999999999805731,-0.00001971111064753012,0|10
99|1729401.2227465154,4506953.349815872,-1032568.5107726358|-8478.429432645264,5030.872543187128,2506.8261813297872|0,0,0|0,0,0|0,0,0|-0.9999999998017866,-0.000019910212775256772,0|10
100|1710414.79326911,4518173.510972961,-1026950.4514301383|-8491.17174511479,4997.440292287734,2514.4553730406815|0,0,0|0,0,0|0,0,0|-0.9999999997978025,-0.000020109314902982634,0|10
101|1691097.8936764146,4529495.181295093,-1021225.7716976296|-8503.952813685823,4963.444044335768,2522.1513200583363|0,0,0|0,0,0|0,0,0|-0.9999999997937788,-0.0000203084170307077,0|10
102|1672054.5478075373,4540564.480187952,-1015573.4907673709|-8516.37331283224,4929.947355395678,2529.67344264255|0,0,0|0,0,0|0,0,0|-0.9999999997897155,-0.000020507519158431958,0|10
103|1652680.5837024772,4551732.736559934,-1009814.2969974874|-8528.82763859023,4895.888033689189,2537.2604589623093|0,0,0|0,0,0|0,0,0|-0.9999999997856126,-0.000020706621286155404,0|10
104|1633278.4352937783,4562823.567625089,-1004037.9008693879|-8541.117459287187,4861.798730471666,2544.7924648569133|0,0,0|0,0,0|0,0,0|-0.99999999978147,-0.00002090572341387803,0|10
105|1613848.4864228638,4573836.900350293,-998244.4304496316|-8553.242890490093,4827.680650117674,2552.269387501033|0,0,0|0,0,0|0,0,0|-0.9999999997772878,-0.000021104825541599826,0|10
106|1594695.3512066146,4584602.389973531,-992524.9314997352|-8565.018426980188,4794.0687254292425,2559.575617180655|0,0,0|0,0,0|0,0,0|-0.999999999773066,-0.000021303927669320785,0|10
107|1575211.372539647,4595461.731291259,-986697.9595546225|-8576.818028711816,4759.897093064536,2566.943033257454|0,0,0|0,0,0|0,0,0|-0.9999999997688045,-0.0000215030297970409,0|10
108|1556005.7958209156,4606075.507078089,-980945.7320256856|-8588.27309808899,4726.2347703676405,2574.1413444900227|0,0,0|0,0,0|0,0,0|-0.9999999997645033,-0.000021702131924760165,0|10
109|1536469.299127703,4616780.601087843,-975085.7659390335|-8599.74744049719,4692.014286818677,2581.3990116161144|0,0,0|0,0,0|0,0,0|-0.9999999997601624,-0.00002190123405247857,0|10
110|1516906.9094865718,4627407.873839901,-969209.3657625499|-8611.05811258318,4657.770957374574,2588.601289592369|0,0,0|0,0,0|0,0,0|-0.9999999997557819,-0.000022100336180196106,0|10
111|1497319.0107159533,4637957.268358368,-963316.6610673426|-8622.205287777097,4623.5059643527675,2595.748128014146|0,0,0|0,0,0|0,0,0|-0.9999999997513618,-0.000022299438307912762,0|10
112|1478012.631333867,4648265.713349056,-957500.2316200418|-8633.018781115032,4589.756348178264,2602.729104739402|0,0,0|0,0,0|0,0,0|-0.999999999746902,-0.000022498540435628537,0|10
113|1458682.2715414802,4658498.592893892,-951668.2529733661|-8643.674207418138,4555.988001824518,2609.6562745423244|0,0,0|0,0,0|0,0,0|-0.9999999997424026,-0.000022697642563343418,0|10
114|1439020.9028183986,4668816.476825196,-945727.9097160675|-8654.337114741023,4521.665620187427,2616.638265903427|0,0,0|0,0,0|0,0,0|-0.9999999997378636,-0.0000228967446910574,0|10
115|1419335.5472936893,4679056.282718889,-939771.7783201609|-8664.837305906258,4487.326226355801,2623.5646540198945|0,0,0|0,0,0|0,0,0|-0.9999999997332849,-0.000023095846818770476,0|10
116|1399934.7202637189,4689059.791523879,-933893.4183494211|-8675.01472259219,4453.507898245809,2630.328479221387|0,0,0|0,0,0|0,0,0|-0.9999999997286666,-0.000023294948946482636,0|10
117|1380202.9005473661,4699144.534369309,-927906.3443032907|-8685.19268306852,4419.138179830723,2637.1444379080976|0,0,0|0,0,0|0,0,0|-0.9999999997240087,-0.00002349405107419387,0|10
118|1360757.077554877,4708995.32583843,-921997.778836874|-8695.053355685219,4385.292238341958,2643.7995071990395|0,0,0|0,0,0|0,0,0|-0.9999999997193111,-0.000023693153201904174,0|10
119|1340980.3012557176,4718924.854058294,-915980.2778889689|-8704.910020889489,4350.896731986094,2650.5049379560974|0,0,0|0,0,0|0,0,0|-0.9999999997145739,-0.00002389225532961354,0|10
120|1321181.4404218348,4728776.1129533155,-909947.6395593794|-8714.605149979463,4316.489937554726,2657.1546411083814|0,0,0|0,0,0|0,0,0|-0.999999999709797,-0.00002409135745732196,0|10
121|1301670.738469226,4738396.971699815,-903994.6044896811|-8723.991279267273,4282.610829869152,2663.6460003682623|0,0,0|0,0,0|0,0,0|-0.9999999997049805,-0.000024290459585029423,0|10
122|1281829.184961241,4748092.826697221,-897932.3173468502|-8733.36665013463,4248.184999822283,2670.185079883236|0,0,0|0,0,0|0,0,0|-0.9999999997001244,-0.000024489561712735924,0|10
123|1262277.1972559306,4757560.657865893,-891950.3519478986|-8742.43855392019,4214.28934463156,2676.5675262485825|0,0,0|0,0,0|0,0,0|-0.9999999996952287,-0.000024688663840441454,0|10
124|1242394.4536589268,4767101.008689056,-885858.9348067314|-8751.49527335222,4179.848919865261,2682.9959528943223|0,0,0|0,0,0|0,0,0|-0.9999999996902933,-0.000024887765968146004,0|10
125|1222802.6580949873,4776415.723574856,-879848.550302928|-8760.254073880058,4145.941068867493,2689.269470970149|0,0,0|0,0,0|0,0,0|-0.9999999996853182,-0.00002508686809584957,0|10
126|1202880.2244536772,4785800.490245772,-873728.522997396|-8768.993314881796,4111.490449708535,2695.587242616513|0,0,0|0,0,0|0,0,0|-0.9999999996803034,-0.00002528597022355214,0|10
127|1183250.0962763964,4794962.020068438,-867690.2315588761|-8777.440198941706,4077.5747140385415,2701.7518435210604|0,0,0|0,0,0|0,0,0|-0.999999999675249,-0.00002548507235125371,0|10
128|1163289.4697950105,4804191.142791196,-861542.1148255292|-8785.863199434976,4043.118258979781,2707.9589848014452|0,0,0|0,0,0|0,0,0|-0.999999999670155,-0.000025684174478954268,0|10
129|1143622.481307071,4813199.438577854,-855476.4294538057|-8793.99941707163,4009.198907986026,2714.0147058277375|0,0,0|0,0,0|0,0,0|-0.9999999996650213,-0.000025883276606653804,0|10
130|1123937.7531245968,4822131.708540045,-849397.3455514398|-8801.982007624334,3975.279334573763,2720.0164374014466|0,0,0|0,0,0|0,0,0|-0.999999999659848,-0.000026082378734352316,0|10
131|1103922.776323459,4831127.910079093,-843208.1792301805|-8809.93434177871,3940.8221925313665,2726.0581720565983|0,0,0|0,0,0|0,0,0|-0.999999999654635,-0.000026281480862049795,0|10
132|1083890.242931902,4840045.645630937,-837005.4488826164|-8817.72882806747,3906.3669677589505,2732.0442318024957|0,0,0|0,0,0|0,0,0|-0.9999999996493825,-0.00002648058298974623,0|10
133|1064153.9375109232,4848747.405037621,-830886.5174066883|-8825.24770944983,3872.4530211648826,2737.8824078950747|0,0,0|0,0,0|0,0,0|-0.9999999996440903,-0.00002667968511744162,0|10
134|1044401.3454686289,4857373.133744719,-824754.6977952779|-8832.614340138065,3838.542990380686,2743.666688598869|0,0,0|0,0,0|0,0,0|-0.9999999996387584,-0.00002687878724513595,0|10
135|1024318.9135300717,4866057.933142718,-818512.4815515308|-8839.942376653315,3804.099756823425,2749.4876298129293|0,0,0|0,0,0|0,0,0|-0.9999999996333869,-0.000027077889372829213,0|10
136|1004534.5811605712,4874530.410459196,-812355.0663956887|-8847.003189295105,3770.2006916314117,2755.163361616124|0,0,0|0,0,0|0,0,0|-0.9999999996279758,-0.000027276991500521403,0|10
137|984735.043968688,4882926.878523338,-806185.145450904|-8853.91285670654,3736.308578360108,2760.7853006674827|0,0,0|0,0,0|0,0,0|-0.9999999996225251,-0.000027476093628212513,0|10
138|964606.0277857385,4891378.807449286,-799904.614701924|-8860.777830046984,3701.8866376943515,2766.4414377297817|0,0,0|0,0,0|0,0,0|-0.9999999996170347,-0.000027675195755902534,0|10
139|944462.0636901567,4899752.322003961,-793611.4419172676|-8867.487620455791,3667.473935485083,2772.0421471154514|0,0,0|0,0,0|0,0,0|-0.9999999996115047,-0.00002787429788359146,0|10
140|924618.6127665157,4907918.431084371,-787404.3819230006|-8873.941406991695,3633.6089563652654,2777.501256822555|0,0,0|0,0,0|0,0,0|-0.999999999605935,-0.00002807340001127928,0|10
141|904761.395457556,4916008.592676609,-781185.327666925|-8880.245623221515,3599.7549053525236,2782.90675290478|0,0,0|0,0,0|0,0,0|-0.9999999996003256,-0.000028272502138965983,0|10
142|884575.2540521673,4924149.425950502,-774855.4075375897|-8886.497175268862,3565.3756778174957,2788.3432068363527|0,0,0|0,0,0|0,0,0|-0.9999999995946766,-0.000028471604266651567,0|10
143|864691.3648413052,4932086.55359949,-768612.5601185637|-8892.50112137109,3531.546602509938,2793.6407847034284|0,0,0|0,0,0|0,0,0|-0.9999999995889879,-0.000028670706394336022,0|10
144|844794.7788560134,4939947.804389657,-762358.1011324138|-8898.356744894481,3497.731365825567,2798.884913429223|0,0,0|0,0,0|0,0,0|-0.9999999995832596,-0.000028869808522019342,0|10
145|824569.7371049211,4947856.172742858,-755992.6061165778|-8904.15388103145,3463.3945298802837,2804.1576157640393|0,0,0|0,0,0|0,0,0|-0.9999999995774916,-0.000029068910649701517,0|10
146|804648.6295149494,4955564.552807176,-749715.1253191829|-8909.711807670126,3429.6100798104403,2809.294183543406|0,0,0|0,0,0|0,0,0|-0.9999999995716841,-0.000029268012777382537,0|10
147|784715.8888095261,4963197.147255637,-743426.4154986973|-8915.12271646486,3395.8423227011244,2814.377491999345|0,0,0|0,0,0|0,0,0|-0.9999999995658369,-0.000029467114905062398,0|10
148|764455.2054428563,4970873.330201836,-737026.5175932745|-8920.469433797585,3361.5566231561866,2819.4870242106144|0,0,0|0,0,0|0,0,0|-0.99999999955995,-0.00002966621703274109,0|10
149|744500.0809990459,4978353.258421206,-730715.556831545|-8925.585331509488,3327.82534898627,2824.4631793551557|0,0,0|0,0,0|0,0,0|-0.9999999995540235,-0.000029865319160418606,0|10
150|724534.3807198717,4985757.51260604,-724393.749264066|-8930.555570774384,3294.113564634839,2829.3862896262576|0,0,0|0,0,0|0,0,0|-0.9999999995480574,-0.00003006442128809494,0|10
151|704558.4536971385,4993086.134195565,-718061.2215241076|-8935.380614002806,3260.4221845841817,2834.25643144633|0,0,0|0,0,0|0,0,0|-0.9999999995420517,-0.00003026352341577008,0|10
152|684572.6482604856,5000339.166823111,-711718.1001836775|-8940.060929269897,3226.7521168241847,2839.073683840879|0,0,0|0,0,0|0,0,0|-0.9999999995360063,-0.000030462625543444024,0|10
153|664259.850709408,5007629.975901508,-705263.5774314607|-8944.667830737319,3192.5703538469174,2843.9133292065135|0,0,0|0,0,0|0,0,0|-0.9999999995299212,-0.00003066172767111676,0|10
154|644255.187323282,5014730.772290353,-698899.4852113613|-8949.057838281662,3158.945982454744,2848.624213914403|0,0,0|0,0,0|0,0,0|-0.9999999995237966,-0.000030860829798788275,0|10
155|624241.691276463,5021756.124486921,-692525.1806820785|-8953.304562950052,3125.345622025398,2853.282463021433|0,0,0|0,0,0|0,0,0|-0.9999999995176323,-0.000031059931926458565,0|10
156|603901.831862387,5028815.794103484,-686039.3699394431|-8957.47248788151,3091.23741559896,2857.9608489691263|0,0,0|0,0,0|0,0,0|-0.9999999995114284,-0.00003125903405412763,0|10
157|583871.5785353186,5035689.221678273,-679644.862414163|-8961.431867221541,3057.688131034847,2862.5132651115855|0,0,0|0,0,0|0,0,0|-0.9999999995051848,-0.00003145813618179545,0|10
158|563833.530835473,5042487.369386276,-673240.5230886246|-8965.249457143598,3024.1654956869525,2867.0133221757164|0,0,0|0,0,0|0,0,0|-0.9999999994989015,-0.000031657238309462033,0|10
159|543788.0313222695,5049210.295978405,-666826.4779303218|-8968.925763119883,2990.6703708472205,2871.4611167337043|0,0,0|0,0,0|0,0,0|-0.9999999994925786,-0.000031856340437127356,0|10
160|523735.4216776991,5055858.06230993,-660402.8527965085|-8972.46129559473,2957.2036110332792,2875.856747743933|0,0,0|0,0,0|0,0,0|-0.999999999486216,-0.00003205544256479142,0|10
161|503357.5871164249,5062534.4542871155,-653867.5855134457|-8975.909335123735,2923.235549335512,2880.268842867225|0,0,0|0,0,0|0,0,0|-0.9999999994798138,-0.000032254544692454206,0|10
162|483610.23425284144,5068928.368063938,-647527.3654445756|-8979.112106161921,2890.3585705062737,2884.49192672071|0,0,0|0,0,0|0,0,0|-0.9999999994733719,-0.000032453646820115714,0|10
163|463219.68648414337,5075452.382747003,-640973.274290285|-8982.276775133374,2856.4524308258165,2888.7985645487797|0,0,0|0,0,0|0,0,0|-0.9999999994668904,-0.00003265274894777594,0|10
164|443141.9465183064,5081798.970008332,-634512.4423336006|-8985.252217443534,2823.108049841143,2892.9857572574606|0,0,0|0,0,0|0,0,0|-0.9999999994603693,-0.000032851851075434866,0|10
165|423058.7965358475,5088070.73358557,-628042.6598140949|-8988.089518560422,2789.796216832052,2897.1213178103276|0,0,0|0,0,0|0,0,0|-0.9999999994538086,-0.0000330509532030925,0|10
166|402970.5726547658,5094267.746743852,-621564.0518019379|-8990.789217028008,2756.5177449848156,2901.205358938219|0,0,0|0,0,0|0,0,0|-0.9999999994472082,-0.000033250055330748814,0|10
167|382877.6100220103,5100390.08476875,-615076.7432162393|-8993.351855761179,2723.2734405306214,2905.237995563836|0,0,0|0,0,0|0,0,0|-0.9999999994405682,-0.00003344915745840381,0|10
168|362780.2428006809,5106437.824953942,-608580.8588193874|-8995.77798196069,2690.0641027246274,2909.219344773815|0,0,0|0,0,0|0,0,0|-0.9999999994338885,-0.000033648259586057484,0|10
169|342678.80415738816,5112411.046588766,-602076.5232114326|-8998.06814702828,2656.890523826206,2913.1495257907404|0,0,0|0,0,0|0,0,0|-0.9999999994271692,-0.00003384736171370982,0|10
170|322254.4680892613,5118402.862742434,-595460.4187699639|-9000.25602033353,2623.22780326392,2917.0898226044715|0,0,0|0,0,0|0,0,0|-0.9999999994204103,-0.00003404646384136082,0|10
171|302465.04021392437,5124134.261267848,-589042.9959172865|-9002.242819871848,2590.6537767000063,2920.8568706474693|0,0,0|0,0,0|0,0,0|-0.9999999994136117,-0.00003424556596901047,0|10
172|282034.12035728875,5129975.096838872,-582410.35408728|-9004.157301761074,2557.067681527003,2924.6938334219467|0,0,0|0,0,0|0,0,0|-0.9999999994067735,-0.00003444466809665876,0|10
173|261919.66634019325,5135649.89986516,-575873.3309295162|-9005.907099511325,2524.0455432194017,2928.419772375723|0,0,0|0,0,0|0,0,0|-0.9999999993998957,-0.00003464377022430569,0|10
174|241802.79655146645,5141250.611711235,-569328.4788940446|-9007.523762294188,2491.063031527247,2932.0951723786893|0,0,0|0,0,0|0,0,0|-0.9999999993929782,-0.00003484287235195124,0|10
175|221683.83790383837,5146777.323405038,-562775.9214880542|-9009.007865006015,2458.1208962718088,2935.7201649111653|0,0,0|0,0,0|0,0,0|-0.999999999386021,-0.00003504197447959541,0|10
176|201563.11622873344,5152230.127880617,-556215.7820181416|-9010.359986155507,2425.2198801720624,2939.2948833925116|0,0,0|0,0,0|0,0,0|-0.9999999993790242,-0.00003524107660723819,0|10
177|181440.95626475452,5157609.119965058,-549648.1835850306|-9011.580707780962,2392.360718833996,2942.819463153042|0,0,0|0,0,0|0,0,0|-0.9999999993719877,-0.00003544017873487958,0|10
178|161317.68164630095,5162914.396365335,-543073.249078332|-9012.67061536781,2359.5441407409908,2946.294041405941|0,0,0|0,0,0|0,0,0|-0.9999999993649116,-0.00003563928086251956,0|10
179|141193.6148923447,5168146.055655086,-536491.1011713527|-9013.630297766513,2326.770867245291,2949.718757219202|0,0,0|0,0,0|0,0,0|-0.9999999993577958,-0.00003583838299015812,0|10
180|121069.07739533624,5173304.1982613215,-529901.8623159416|-9014.460347110804,2294.0416125605357,2953.0937514875845|0,0,0|0,0,0|0,0,0|-0.9999999993506404,-0.00003603748511779527,0|10
181|101263.8284275583,5178308.789350099,-523410.41024392575|-9015.151236333377,2261.8755328420257,2956.366769026127|0,0,0|0,0,0|0,0,0|-0.9999999993434454,-0.000036236587245430984,0|10
182|80819.87004384329,5183400.34431797,-516702.6004293518|-9015.733931099303,2228.717980747932,2959.695147934514|0,0,0|0,0,0|0,0,0|-0.9999999993362108,-0.000036435689373065264,0|10
183|61015.260897677625,5188260.744639636,-510197.7901778738|-9016.172601779452,2196.641981499758,2962.8710076425973|0,0,0|0,0,0|0,0,0|-0.9999999993289365,-0.0000366347915006981,0|10
184|40892.0162229042,5193127.020795341,-503581.5113092813|-9016.492117907452,2164.095052979108,2966.0493390744964|0,0,0|0,0,0|0,0,0|-0.9999999993216225,-0.00003683389362832949,0|10
185|20769.8854912878,5197920.3079816345,-496958.7483295636|-9016.684998400184,2131.595596357236,2969.1786774696584|0,0,0|0,0,0|0,0,0|-0.999999999314269,-0.00003703299575595941,0|10
